epoch total_loss physics_loss bc_u_loss bc_yy_loss interface_value_loss interface_dx_loss interface_dy_loss
2812 1.95487272e-02 5.43265464e-03 2.40146671e-03 1.17143607e-02 2.11887419e-01 2.66197586e+00 6.07530892e-01
2813 1.97401159e-02 4.71970206e-03 2.65274826e-03 1.23674721e-02 1.62048548e-01 2.58721113e+00 6.14791095e-01
2814 1.78390220e-02 5.10480907e-03 2.52513867e-03 1.02087967e-02 2.46360987e-01 2.67402744e+00 6.26391113e-01
2815 1.80985909e-02 4.62227268e-03 2.42813304e-03 1.10479323e-02 2.21420065e-01 2.66070652e+00 6.08772933e-01
2816 1.83308795e-02 4.55505215e-03 2.35971157e-03 1.14159165e-02 1.67060867e-01 2.59805727e+00 6.14663482e-01
2817 1.74940638e-02 4.75793704e-03 2.51965714e-03 1.02162296e-02 2.09160924e-01 2.66193724e+00 5.98210394e-01
2818 1.93827730e-02 5.42401057e-03 2.51988019e-03 1.14386734e-02 1.77630991e-01 2.60201693e+00 6.22709990e-01
2819 2.00989526e-02 4.98675369e-03 2.65776040e-03 1.24542611e-02 1.45959750e-01 2.58438826e+00 6.18169308e-01
2820 1.87057760e-02 4.79112891e-03 2.56810524e-03 1.13462955e-02 2.14480489e-01 2.68419743e+00 5.95134020e-01
2821 1.89541765e-02 5.51274512e-03 2.52430723e-03 1.09168869e-02 2.06157118e-01 2.67841530e+00 6.07629538e-01
2822 1.78713966e-02 4.24899952e-03 2.54415115e-03 1.10780289e-02 1.87120676e-01 2.62877369e+00 6.13601089e-01
2823 1.87314861e-02 4.98040020e-03 2.57325335e-03 1.11776330e-02 1.67917311e-01 2.60717845e+00 6.24826908e-01
2824 1.72352754e-02 4.88797855e-03 2.54358561e-03 9.80343204e-03 2.45614171e-01 2.71210265e+00 6.05391562e-01
2825 1.83824729e-02 4.60420456e-03 2.53238389e-03 1.12456288e-02 2.23195553e-01 2.68303967e+00 6.08494580e-01
2826 1.79795139e-02 5.00239478e-03 2.43082549e-03 1.05460547e-02 2.06224382e-01 2.64523435e+00 6.13862932e-01
2827 1.85080264e-02 4.91186418e-03 2.46540946e-03 1.11305621e-02 1.60050333e-01 2.58740234e+00 6.35830879e-01
2828 1.91878397e-02 4.33710217e-03 2.48075090e-03 1.23697976e-02 1.56376123e-01 2.59715796e+00 6.34035468e-01
2829 1.86227765e-02 4.85771894e-03 2.44946382e-03 1.13153644e-02 1.96674228e-01 2.64742160e+00 6.01779997e-01
2830 1.76502336e-02 4.81193559e-03 2.49190163e-03 1.03461500e-02 2.13359207e-01 2.67856026e+00 5.94621837e-01
2831 1.75640620e-02 4.38708300e-03 2.42203241e-03 1.07547417e-02 1.73397094e-01 2.59994221e+00 6.42189801e-01
2832 1.83942597e-02 5.32011036e-03 2.43812660e-03 1.06358016e-02 1.89293563e-01 2.64570904e+00 6.07147813e-01
2833 1.84129402e-02 4.81244596e-03 2.42662709e-03 1.11736236e-02 2.11428821e-01 2.66572905e+00 6.26330376e-01
2834 1.79827884e-02 4.26893448e-03 2.58643017e-03 1.11272186e-02 1.73860729e-01 2.61564755e+00 6.13815844e-01
2835 1.80171486e-02 4.75663226e-03 2.51881755e-03 1.07414862e-02 1.81478977e-01 2.61877131e+00 6.30222619e-01
2836 1.74759589e-02 4.85122297e-03 2.46599200e-03 1.01585360e-02 1.77029610e-01 2.60464144e+00 6.39148951e-01
2837 1.92104038e-02 4.74818889e-03 2.40870006e-03 1.20532773e-02 2.05688715e-01 2.64520121e+00 6.35792553e-01
2838 1.75959226e-02 4.91213519e-03 2.60120374e-03 1.00823287e-02 2.22607046e-01 2.67550278e+00 6.06909573e-01
2839 1.73808299e-02 4.73664980e-03 2.48231343e-03 1.01616448e-02 1.90427303e-01 2.63627386e+00 6.08639359e-01
2840 1.71626844e-02 4.60247416e-03 2.41630641e-03 1.01436498e-02 2.21529961e-01 2.68758202e+00 5.99151552e-01
2841 1.78715084e-02 4.94614057e-03 2.48534000e-03 1.04397945e-02 2.01674372e-01 2.63133717e+00 6.37116432e-01
2842 1.78919490e-02 4.90487367e-03 2.47671013e-03 1.05101243e-02 2.08961800e-01 2.64777088e+00 6.34551883e-01
2843 1.72972009e-02 4.16225055e-03 2.58011767e-03 1.05546080e-02 1.92592889e-01 2.63390517e+00 6.32467270e-01
2844 1.81139335e-02 4.80211386e-03 2.60515534e-03 1.07063791e-02 2.50578523e-01 2.70238638e+00 6.13694370e-01
2845 1.87715869e-02 5.23283379e-03 2.54156999e-03 1.09969471e-02 2.05459088e-01 2.65916109e+00 6.14243329e-01
2846 1.82412900e-02 5.11195837e-03 2.47081649e-03 1.06583051e-02 1.78919047e-01 2.62611365e+00 6.32900000e-01
2847 1.79943666e-02 4.58483305e-03 2.52057263e-03 1.08887507e-02 1.78504229e-01 2.63039541e+00 6.21368051e-01
2848 1.81589555e-02 4.98965988e-03 2.47437647e-03 1.06946724e-02 2.15285778e-01 2.66779232e+00 6.19998097e-01
2849 1.79237071e-02 4.76831291e-03 2.41904752e-03 1.07361022e-02 2.12065995e-01 2.67981744e+00 6.05005503e-01
2850 1.73839033e-02 4.01939312e-03 2.36690813e-03 1.09973680e-02 2.02225953e-01 2.65187645e+00 6.19141579e-01
2851 1.66126881e-02 4.74051666e-03 2.40390492e-03 9.46805067e-03 1.85132399e-01 2.62228823e+00 6.33213937e-01
2852 1.80884674e-02 4.97291330e-03 2.32744566e-03 1.07878819e-02 1.95609868e-01 2.66399932e+00 6.04576588e-01
2853 1.71541087e-02 4.52687033e-03 2.51042377e-03 1.01165948e-02 1.87497348e-01 2.64655828e+00 6.26528025e-01
2854 1.71385817e-02 4.27259132e-03 2.56027351e-03 1.03054587e-02 2.25569353e-01 2.68157244e+00 6.27820194e-01
2855 1.87525116e-02 4.65179700e-03 2.37861555e-03 1.17219044e-02 1.62306041e-01 2.60601330e+00 6.32203043e-01
2856 1.80466808e-02 4.60408069e-03 2.51556351e-03 1.09268390e-02 1.66447893e-01 2.60674906e+00 6.33478284e-01
2857 1.82588007e-02 4.33899136e-03 2.59771664e-03 1.13218706e-02 1.90743625e-01 2.64058137e+00 6.03455365e-01
2858 1.76543817e-02 4.43267729e-03 2.45988392e-03 1.07616438e-02 1.45518571e-01 2.58771515e+00 6.34523928e-01
2859 1.74486153e-02 4.87247156e-03 2.44549871e-03 1.01304306e-02 1.82452559e-01 2.63281298e+00 6.25703335e-01
2860 1.78856496e-02 4.24827589e-03 2.53100111e-03 1.11062061e-02 1.33550227e-01 2.57494259e+00 6.37726963e-01
2861 1.70065537e-02 5.05498936e-03 2.55750818e-03 9.39382613e-03 2.00018987e-01 2.65773582e+00 6.34565413e-01
2862 1.64700449e-02 4.04018722e-03 2.47912784e-03 9.95048694e-03 2.09993362e-01 2.66922283e+00 6.19024992e-01
2863 1.73068009e-02 4.74644173e-03 2.41236691e-03 1.01477178e-02 2.41916269e-01 2.72512221e+00 6.13676906e-01
2864 1.70641076e-02 4.44579590e-03 2.57159513e-03 1.00464765e-02 2.08262444e-01 2.68210220e+00 6.16641104e-01
2865 1.64841060e-02 4.53694398e-03 2.53764819e-03 9.40931123e-03 1.70452386e-01 2.63508248e+00 6.19167030e-01
2866 1.68038197e-02 4.30910010e-03 2.56770151e-03 9.92677268e-03 2.14704901e-01 2.68999481e+00 6.15706682e-01
2867 1.71890091e-02 4.39703558e-03 2.50342186e-03 1.02883764e-02 1.43074781e-01 2.58101082e+00 6.38774514e-01
2868 1.74449589e-02 4.43505729e-03 2.44299974e-03 1.05666639e-02 2.06497937e-01 2.66803098e+00 6.22933030e-01
2869 1.61887407e-02 4.47081402e-03 2.32384400e-03 9.39385127e-03 1.98876053e-01 2.63963270e+00 6.45694911e-01
2870 1.73872672e-02 4.24973248e-03 2.37587304e-03 1.07614622e-02 1.67134151e-01 2.61906910e+00 6.24226153e-01
2871 1.61687937e-02 4.17188834e-03 2.56593013e-03 9.43072326e-03 2.20119208e-01 2.67185688e+00 6.27035975e-01
2872 1.69678517e-02 4.46702447e-03 2.44750478e-03 1.00530842e-02 2.06268951e-01 2.64650989e+00 6.31077528e-01
2873 1.67340711e-02 4.50536981e-03 2.47195736e-03 9.75652784e-03 1.83500737e-01 2.63209105e+00 6.14574194e-01
2874 1.74820386e-02 5.34373196e-03 2.45462544e-03 9.68348514e-03 1.61543861e-01 2.58036852e+00 6.53213680e-01
2875 1.65317543e-02 4.23554238e-03 2.36005057e-03 9.93598253e-03 1.45960927e-01 2.56121683e+00 6.54822350e-01
2876 1.71136372e-02 4.84777940e-03 2.48327013e-03 9.78237018e-03 1.86281621e-01 2.63353491e+00 6.34141266e-01
2877 1.73231922e-02 4.10938216e-03 2.48594116e-03 1.07276868e-02 1.51781559e-01 2.59872127e+00 6.48406029e-01
2878 1.83825977e-02 4.96528065e-03 2.47294363e-03 1.09441523e-02 1.89248905e-01 2.62210131e+00 6.48987830e-01
2879 1.53594520e-02 4.06663679e-03 2.35085329e-03 8.94176122e-03 1.68363675e-01 2.61317420e+00 6.35548651e-01
2880 1.75628886e-02 5.56151802e-03 2.53267330e-03 9.46848933e-03 1.76604867e-01 2.61849833e+00 6.41188085e-01
2881 1.67744886e-02 4.81319381e-03 2.35575065e-03 9.60529689e-03 2.14004308e-01 2.65195560e+00 6.53637588e-01
2882 1.71139222e-02 4.15998558e-03 2.41402094e-03 1.05397142e-02 1.70343339e-01 2.61590600e+00 6.34102225e-01
2883 1.82404928e-02 4.60923184e-03 2.37938482e-03 1.12516470e-02 1.97427690e-01 2.66510105e+00 6.26522720e-01
2884 1.57605540e-02 4.17807559e-03 2.39418750e-03 9.18805972e-03 1.99487865e-01 2.64754367e+00 6.39189839e-01
2885 1.72880311e-02 5.32959262e-03 2.46137893e-03 9.49683413e-03 1.93935752e-01 2.63959551e+00 6.23425066e-01
2886 1.62343644e-02 4.41549486e-03 2.48464569e-03 9.33395885e-03 2.33607054e-01 2.68691349e+00 6.21031642e-01
2887 1.64432451e-02 4.50424943e-03 2.48150434e-03 9.45728179e-03 1.74501330e-01 2.59228539e+00 6.69746518e-01
2888 1.68301389e-02 4.17504832e-03 2.63662543e-03 1.00182416e-02 1.90033555e-01 2.63015652e+00 6.60764277e-01
2889 1.74947195e-02 4.82636131e-03 2.51989090e-03 1.01481853e-02 2.50011295e-01 2.70316434e+00 6.39586389e-01
2890 1.57135986e-02 4.01081797e-03 2.35038297e-03 9.35215503e-03 2.08406001e-01 2.65621805e+00 6.55752480e-01
2891 1.63812321e-02 4.29704925e-03 2.49128160e-03 9.59265884e-03 2.09663942e-01 2.65266228e+00 6.29682958e-01
2892 1.65219102e-02 4.52380674e-03 2.61337776e-03 9.38449148e-03 2.02873573e-01 2.65132427e+00 6.32631600e-01
2893 1.67420916e-02 5.36454050e-03 2.38922844e-03 8.98805540e-03 2.35866502e-01 2.69529057e+00 6.30642891e-01
2894 1.61527619e-02 4.29307669e-03 2.42876145e-03 9.43069719e-03 1.95064008e-01 2.64794087e+00 6.47490025e-01
2895 1.68360993e-02 4.20434494e-03 2.50889501e-03 1.01226289e-02 1.98673531e-01 2.67061281e+00 6.21163726e-01
2896 1.60796139e-02 4.54285042e-03 2.42555910e-03 9.11094435e-03 2.27420419e-01 2.67568445e+00 6.50581479e-01
2897 1.64682511e-02 4.42415522e-03 2.60058488e-03 9.44327842e-03 2.00994611e-01 2.66469765e+00 6.38521612e-01
2898 1.71298347e-02 4.84677218e-03 2.39583245e-03 9.88700520e-03 1.93662003e-01 2.64981604e+00 6.39003813e-01
2899 1.58172622e-02 4.26991517e-03 2.25358130e-03 9.29354317e-03 1.92355976e-01 2.63901758e+00 6.48563623e-01
2900 1.64994989e-02 4.19196347e-03 2.41125911e-03 9.89604834e-03 1.96592659e-01 2.64810753e+00 6.44414663e-01
2901 1.67998038e-02 4.31533298e-03 2.61264737e-03 9.87157971e-03 2.11495385e-01 2.66632652e+00 6.38354063e-01
2902 1.66068077e-02 4.50946297e-03 2.51652231e-03 9.58057772e-03 2.15133950e-01 2.68633986e+00 6.23263121e-01
2903 1.64294913e-02 4.45161108e-03 2.55290163e-03 9.42472555e-03 2.19305277e-01 2.67116165e+00 6.57060742e-01
2904 1.53943403e-02 4.34153108e-03 2.41780793e-03 8.63476656e-03 2.00782686e-01 2.67218184e+00 6.39062703e-01
2905 1.62189323e-02 4.64573689e-03 2.42798449e-03 9.14496090e-03 2.18527779e-01 2.69571543e+00 6.24495685e-01
2906 1.69612691e-02 4.80059255e-03 2.44693481e-03 9.71351471e-03 1.95552588e-01 2.66100502e+00 6.30477309e-01
2907 1.62358619e-02 4.27851267e-03 2.48354394e-03 9.47356876e-03 2.03515291e-01 2.65752435e+00 6.56767607e-01
2908 1.61668155e-02 4.32012230e-03 2.60038138e-03 9.24611837e-03 1.62331551e-01 2.61346912e+00 6.46423459e-01
2909 1.72605999e-02 5.22656692e-03 2.48603383e-03 9.54775326e-03 2.15041071e-01 2.67328072e+00 6.46879137e-01
2910 1.57722924e-02 4.22230177e-03 2.52910261e-03 9.02063213e-03 2.23474175e-01 2.69631982e+00 6.34565651e-01
2911 1.55003108e-02 4.34376858e-03 2.44083721e-03 8.71546566e-03 2.05486685e-01 2.67949533e+00 6.21993065e-01
2912 1.55800348e-02 4.23228927e-03 2.41651712e-03 8.93094949e-03 2.45269790e-01 2.73916888e+00 6.18416905e-01
2913 1.61157288e-02 4.41762339e-03 2.31591472e-03 9.38201416e-03 1.44401118e-01 2.58493257e+00 6.43413365e-01
2914 1.57243125e-02 4.03373782e-03 2.53132056e-03 9.15901735e-03 2.02455729e-01 2.65487576e+00 6.63376689e-01
2915 1.67261194e-02 4.59438236e-03 2.59390729e-03 9.53757297e-03 2.23450691e-01 2.67963290e+00 6.52424037e-01
2916 1.48460753e-02 4.12059017e-03 2.45679170e-03 8.26840848e-03 2.51098216e-01 2.74637365e+00 6.16693497e-01
2917 1.52762197e-02 4.04258352e-03 2.32795090e-03 8.90543405e-03 2.17914194e-01 2.68760729e+00 6.42489910e-01
2918 1.65603496e-02 4.50011808e-03 2.43553310e-03 9.62444302e-03 2.24063903e-01 2.68642735e+00 6.39119446e-01
2919 1.60237923e-02 4.05271957e-03 2.50056409e-03 9.47028119e-03 1.96405202e-01 2.67363071e+00 6.24547541e-01
2920 1.55919939e-02 4.53151064e-03 2.35685776e-03 8.70340224e-03 1.91348255e-01 2.64294314e+00 6.47111237e-01
2921 1.61223058e-02 4.41063661e-03 2.45702849e-03 9.25441738e-03 1.91340581e-01 2.65180993e+00 6.36083305e-01
2922 1.70498192e-02 5.16179763e-03 2.43629352e-03 9.45146661e-03 2.28366837e-01 2.69529390e+00 6.43771172e-01
2923 1.69677269e-02 5.32155856e-03 2.52720970e-03 9.11874231e-03 1.85016736e-01 2.63256741e+00 6.43065453e-01
2924 1.57617461e-02 4.40963963e-03 2.44468497e-03 8.90720263e-03 1.86801672e-01 2.63907552e+00 6.44632995e-01
2925 1.49751408e-02 4.02152492e-03 2.41567777e-03 8.53767898e-03 2.25811616e-01 2.69794559e+00 6.44321740e-01
2926 1.53578660e-02 3.93392984e-03 2.56943586e-03 8.85427091e-03 1.95732832e-01 2.65521836e+00 6.47364259e-01
2927 1.58156417e-02 4.26996592e-03 2.49844161e-03 9.04702209e-03 1.80211127e-01 2.64083338e+00 6.39773965e-01
2928 1.65132284e-02 4.82942676e-03 2.41952552e-03 9.26407799e-03 1.66057214e-01 2.61864734e+00 6.42597437e-01
2929 1.61466654e-02 3.91359953e-03 2.46129022e-03 9.77152400e-03 2.19185561e-01 2.69169521e+00 6.39486909e-01
2930 1.63314100e-02 4.28788410e-03 2.43378570e-03 9.60954744e-03 1.57961130e-01 2.58254147e+00 6.62152350e-01
2931 1.57795511e-02 4.29929653e-03 2.42470810e-03 9.05534532e-03 1.68866754e-01 2.62141323e+00 6.45340681e-01
2932 1.56659521e-02 4.40871716e-03 2.39460822e-03 8.86238459e-03 2.11323008e-01 2.69208860e+00 6.27863050e-01
2933 1.58845223e-02 5.03470004e-03 2.48606037e-03 8.36354401e-03 1.87073052e-01 2.64190435e+00 6.45747125e-01
2934 1.48129072e-02 3.68550862e-03 2.31248699e-03 8.81467946e-03 1.98028371e-01 2.66571903e+00 6.34560406e-01
2935 1.50200110e-02 4.35720105e-03 2.44422047e-03 8.21830705e-03 2.48555169e-01 2.73728442e+00 6.28810763e-01
2936 1.62318479e-02 4.49534133e-03 2.39860988e-03 9.33764037e-03 2.23765776e-01 2.69806027e+00 6.30441487e-01
2937 1.54395681e-02 4.34599537e-03 2.41817534e-03 8.67506675e-03 2.96055436e-01 2.80620885e+00 6.08605325e-01
2938 1.50226438e-02 3.86340870e-03 2.39108829e-03 8.76788236e-03 2.31014341e-01 2.69810915e+00 6.44799650e-01
2939 1.64030604e-02 4.28307103e-03 2.41111545e-03 9.70862154e-03 2.20865309e-01 2.68411398e+00 6.50190771e-01
2940 1.47677157e-02 4.12133662e-03 2.36087921e-03 8.28527473e-03 1.93007693e-01 2.64965582e+00 6.63912058e-01
2941 1.53539963e-02 4.15863656e-03 2.40193680e-03 8.79320689e-03 1.83728307e-01 2.64294767e+00 6.48841262e-01
2942 1.49194608e-02 3.90168978e-03 2.56246096e-03 8.45509581e-03 1.81532010e-01 2.64029765e+00 6.55474484e-01
2943 1.56084774e-02 4.08780016e-03 2.50021019e-03 9.02025588e-03 1.78592399e-01 2.62222385e+00 6.87180400e-01
2944 1.44047644e-02 4.19631181e-03 2.30167178e-03 7.90654961e-03 1.97780132e-01 2.67552900e+00 6.39538169e-01
2945 1.48931164e-02 4.15180810e-03 2.41682376e-03 8.32420029e-03 2.50751048e-01 2.73477888e+00 6.45443797e-01
2946 1.50059843e-02 3.80001706e-03 2.45037070e-03 8.75535328e-03 2.09657416e-01 2.68838882e+00 6.43150508e-01
2947 1.56579278e-02 4.27585095e-03 2.45433534e-03 8.92752595e-03 1.84062093e-01 2.66292524e+00 6.43338263e-01
2948 1.56184901e-02 4.35248623e-03 2.37015076e-03 8.89556669e-03 2.53168195e-01 2.72817254e+00 6.52034819e-01
2949 1.70178432e-02 4.93081287e-03 2.52738199e-03 9.55942739e-03 1.89201847e-01 2.67193747e+00 6.44333184e-01
2950 1.49377333e-02 4.57831938e-03 2.42140447e-03 7.93778896e-03 1.88585505e-01 2.64688063e+00 6.63479805e-01
2951 1.64085943e-02 4.79982980e-03 2.45041330e-03 9.15809348e-03 2.27584928e-01 2.69526625e+00 6.37963772e-01
2952 1.50477961e-02 4.14165901e-03 2.45453580e-03 8.45138077e-03 1.87108427e-01 2.68291807e+00 6.20471179e-01
2953 1.53687848e-02 4.33991337e-03 2.53938138e-03 8.48926511e-03 1.91725135e-01 2.65363216e+00 6.62847877e-01
2954 1.48456693e-02 4.17037075e-03 2.30735075e-03 8.36769398e-03 2.19558895e-01 2.68959141e+00 6.44619346e-01
2955 1.63549632e-02 4.25808318e-03 2.56780232e-03 9.52883996e-03 2.04334229e-01 2.66333246e+00 6.55216753e-01
2956 1.55363539e-02 4.19974606e-03 2.45247339e-03 8.88387486e-03 2.26503953e-01 2.71255445e+00 6.41507864e-01
2957 1.57748815e-02 4.51471098e-03 2.41877208e-03 8.84116534e-03 1.98530346e-01 2.64840508e+00 6.59383833e-01
2958 1.48910936e-02 3.89942713e-03 2.43336451e-03 8.55805911e-03 2.09677070e-01 2.68407679e+00 6.41879797e-01
2959 1.43378964e-02 3.80041404e-03 2.56156712e-03 7.97569007e-03 1.92997605e-01 2.64936566e+00 6.62764907e-01
2960 1.60705596e-02 4.65278141e-03 2.29407987e-03 9.12347063e-03 1.95337862e-01 2.67842746e+00 6.46732509e-01
2961 1.48689747e-02 4.08678595e-03 2.38603447e-03 8.39587767e-03 2.43035913e-01 2.73037863e+00 6.32288754e-01
2962 1.48627739e-02 3.75101157e-03 2.63139256e-03 8.48014653e-03 1.91150606e-01 2.64611816e+00 6.52593076e-01
2963 1.54342614e-02 4.27956041e-03 2.36446317e-03 8.79001338e-03 1.91329718e-01 2.65646505e+00 6.65419042e-01
2964 1.53938355e-02 4.46312781e-03 2.45543197e-03 8.47504940e-03 1.93103552e-01 2.66749692e+00 6.49883568e-01
2965 1.47285685e-02 4.43428336e-03 2.34612962e-03 7.94794224e-03 1.81134701e-01 2.64217806e+00 6.50520444e-01
2966 1.41129652e-02 4.29548742e-03 2.41141440e-03 7.40580540e-03 2.23993495e-01 2.69755149e+00 6.51072502e-01
2967 1.56016434e-02 4.26963950e-03 2.46105320e-03 8.87071248e-03 2.05248833e-01 2.69519758e+00 6.47274792e-01
2968 1.40335625e-02 4.02463786e-03 2.41188193e-03 7.59677868e-03 2.29852781e-01 2.69321585e+00 6.67912126e-01
2969 1.42725669e-02 4.03877348e-03 2.30086665e-03 7.93271791e-03 1.76155150e-01 2.63817835e+00 6.66726351e-01
2970 1.46453613e-02 3.87445767e-03 2.38071498e-03 8.38998333e-03 1.72955915e-01 2.63243914e+00 6.65236712e-01
2971 1.54692773e-02 4.23439918e-03 2.45354581e-03 8.78112204e-03 1.77451462e-01 2.64567280e+00 6.72471464e-01
2972 1.50357513e-02 3.92501103e-03 2.34220340e-03 8.76828562e-03 2.17638165e-01 2.69120693e+00 6.64691210e-01
2973 1.52481124e-02 4.37642075e-03 2.49188882e-03 8.37952737e-03 2.41721496e-01 2.74139166e+00 6.24833882e-01
2974 1.43287377e-02 3.89027037e-03 2.39828904e-03 8.03994481e-03 1.99903652e-01 2.66605258e+00 6.66991353e-01
2975 1.53972087e-02 4.28078696e-03 2.40055588e-03 8.71558581e-03 2.46542186e-01 2.72264528e+00 6.59761548e-01
2976 1.35094598e-02 4.09878744e-03 2.36890442e-03 7.04156794e-03 1.67514622e-01 2.61754894e+00 6.83519423e-01
2977 1.40541801e-02 3.95595562e-03 2.54650391e-03 7.55148334e-03 2.04379067e-01 2.65616250e+00 6.73565567e-01
2978 1.43047925e-02 4.15014708e-03 2.34026974e-03 7.81411678e-03 2.25474149e-01 2.69798279e+00 6.52659476e-01
2979 1.47369979e-02 3.94078903e-03 2.41069170e-03 8.38527642e-03 2.07900375e-01 2.67543554e+00 6.63456142e-01
2980 1.57987121e-02 4.58256248e-03 2.32651923e-03 8.88939667e-03 2.01974496e-01 2.68714619e+00 6.50227785e-01
2981 1.39851579e-02 3.72856297e-03 2.40121293e-03 7.85509963e-03 2.48948365e-01 2.72847176e+00 6.58364713e-01
2982 1.54502243e-02 3.95444920e-03 2.51154741e-03 8.98396876e-03 2.25029290e-01 2.72979379e+00 6.44044936e-01
2983 1.54026262e-02 4.33977600e-03 2.41833297e-03 8.64426419e-03 2.19699174e-01 2.68927884e+00 6.75021291e-01
2984 1.53154312e-02 3.99190653e-03 2.38706172e-03 8.93625524e-03 1.75403476e-01 2.64501143e+00 6.61752701e-01
2985 1.36757586e-02 3.89690371e-03 2.43388931e-03 7.34474789e-03 1.84046775e-01 2.65800428e+00 6.60882771e-01
2986 1.48647483e-02 4.14961297e-03 2.39229226e-03 8.32260679e-03 2.02887461e-01 2.67003202e+00 6.63150549e-01
2987 1.52019653e-02 4.45479807e-03 2.56976089e-03 8.17715004e-03 2.22704351e-01 2.68659639e+00 6.68320894e-01
2988 1.40664559e-02 3.79556604e-03 2.44417251e-03 7.82649498e-03 1.88951552e-01 2.66485691e+00 6.52846217e-01
2989 1.37828691e-02 4.02072119e-03 2.41994439e-03 7.34196510e-03 2.05147415e-01 2.69222355e+00 6.25646234e-01
2990 1.55866677e-02 4.49726079e-03 2.36253627e-03 8.72662198e-03 2.15470016e-01 2.70149302e+00 6.55848742e-01
2991 1.49609335e-02 4.57725115e-03 2.35095853e-03 8.03242344e-03 2.65380949e-01 2.75503373e+00 6.49681628e-01
2992 1.44923050e-02 3.54427705e-03 2.33402615e-03 8.61376524e-03 2.02718377e-01 2.68366528e+00 6.45327032e-01
2993 1.47153502e-02 3.69348377e-03 2.43194588e-03 8.58967379e-03 2.13565558e-01 2.68485928e+00 6.68815494e-01
2994 1.29454080e-02 3.88013665e-03 2.38137809e-03 6.68363739e-03 2.22261101e-01 2.67093611e+00 6.74897373e-01
2995 1.45471673e-02 4.61458927e-03 2.50123488e-03 7.43104564e-03 2.63842732e-01 2.75015879e+00 6.53800428e-01
2996 1.42443972e-02 4.35841316e-03 2.39419076e-03 7.49156903e-03 1.90831214e-01 2.65950012e+00 6.52807176e-01
2997 1.45112853e-02 4.34702449e-03 2.38548638e-03 7.77855143e-03 1.90634280e-01 2.64934301e+00 6.64399803e-01
2998 1.41964173e-02 3.70740052e-03 2.47963774e-03 8.00915714e-03 1.88334122e-01 2.65994787e+00 6.60384774e-01
2999 1.58061888e-02 4.49533062e-03 2.48425105e-03 8.82640481e-03 1.68796808e-01 2.62593055e+00 6.74093604e-01
3000 1.38394013e-02 3.73586360e-03 2.39738682e-03 7.70593621e-03 1.80230066e-01 2.65946674e+00 6.38696909e-01
3001 1.46237072e-02 4.09906358e-03 2.42899265e-03 8.09538737e-03 2.30217904e-01 2.71562433e+00 6.51065648e-01
3002 1.36648677e-02 3.62078543e-03 2.41561304e-03 7.62825320e-03 1.83440045e-01 2.64231443e+00 6.63595438e-01
3003 1.42269880e-02 3.77111090e-03 2.57499353e-03 7.88063556e-03 2.14420930e-01 2.69992757e+00 6.56212509e-01
3004 1.36968270e-02 3.51543934e-03 2.43059290e-03 7.75050279e-03 2.58068681e-01 2.74909377e+00 6.50290310e-01
3005 1.47727514e-02 4.05508140e-03 2.37485790e-03 8.34258180e-03 1.97175518e-01 2.64478254e+00 6.88115597e-01
3006 1.40268262e-02 3.98214860e-03 2.19925516e-03 7.84520153e-03 1.86752379e-01 2.66426182e+00 6.72872663e-01
3007 1.44255934e-02 4.17724159e-03 2.43600179e-03 7.81211071e-03 2.06142813e-01 2.68318295e+00 6.65947378e-01
3008 1.48828840e-02 4.43609618e-03 2.43174494e-03 8.01481213e-03 1.97844565e-01 2.68201399e+00 6.62834346e-01
3009 1.49601921e-02 4.53660218e-03 2.39858706e-03 8.02477263e-03 1.96098715e-01 2.67181206e+00 6.69942200e-01
3010 1.40020913e-02 3.93606722e-03 2.54231947e-03 7.52341375e-03 2.55854219e-01 2.77077961e+00 6.34944797e-01
3011 1.44330002e-02 4.29599220e-03 2.44807638e-03 7.68866483e-03 2.33077854e-01 2.73208523e+00 6.60773337e-01
3012 1.37831159e-02 4.20863507e-03 2.38829106e-03 7.18592573e-03 2.30574191e-01 2.71262407e+00 6.69145882e-01
3013 1.44719146e-02 3.87609610e-03 2.50530452e-03 8.09028093e-03 1.99348137e-01 2.69076300e+00 6.56240463e-01
3014 1.43235270e-02 3.90083343e-03 2.41956417e-03 8.00285488e-03 2.41263151e-01 2.73283815e+00 6.60443723e-01
3015 1.49234105e-02 4.06159041e-03 2.46568257e-03 8.39593168e-03 1.73243463e-01 2.64509201e+00 6.69361949e-01
3016 1.43238436e-02 4.29007690e-03 2.45626457e-03 7.57725490e-03 2.13747829e-01 2.69600964e+00 6.65309846e-01
3017 1.31353093e-02 3.87219200e-03 2.31487397e-03 6.94798212e-03 2.28593707e-01 2.71464968e+00 6.54076695e-01
3018 1.37561206e-02 3.79824545e-03 2.60709366e-03 7.35053839e-03 2.09623963e-01 2.70634031e+00 6.49288297e-01
3019 1.31582189e-02 3.59755778e-03 2.40521203e-03 7.15521211e-03 2.02903599e-01 2.68453217e+00 6.59438133e-01
3020 1.32559799e-02 4.05738922e-03 2.36763712e-03 6.83066295e-03 2.55985349e-01 2.75205851e+00 6.45425439e-01
3021 1.42448908e-02 3.93024134e-03 2.41842004e-03 7.89602101e-03 1.76045060e-01 2.64450550e+00 6.80763900e-01
3022 1.35183176e-02 3.57584073e-03 2.29652831e-03 7.64569780e-03 2.16869235e-01 2.72680998e+00 6.34426534e-01
