epoch total_loss L_interior L_down_yy L_up_yy L_down L_up L_left L_right
3.098000000000e+03 2.062958956230e-04 2.609395414765e-05 3.152781937388e-05 1.649635009926e-06 2.620076338644e-05 3.836337418761e-05 2.870559546864e-05 5.375473847380e-05
3.099000000000e+03 2.584551984910e-04 2.632437463035e-05 3.083565752604e-05 1.700825578155e-06 5.661727118422e-05 4.854419967160e-05 3.237882992835e-05 6.205405952642e-05
3.100000000000e+03 3.242597449571e-04 2.619912629598e-05 3.137773092021e-05 1.734252236929e-06 5.358568887459e-05 6.679377111141e-05 5.289954424370e-05 9.166964446194e-05
3.101000000000e+03 3.932157123927e-04 2.268839671160e-05 2.946544918814e-05 1.699574227132e-06 9.476533887209e-05 8.314415026689e-05 6.037712591933e-05 1.010756823234e-04
3.102000000000e+03 4.718079580925e-04 2.397995194769e-05 3.064471457037e-05 1.804233761504e-06 8.768795669312e-05 1.031481588143e-04 7.740639557596e-05 1.471365831094e-04
3.103000000000e+03 5.569304339588e-04 3.116143125226e-05 3.506838766043e-05 1.684702738203e-06 1.371736580040e-04 1.188106252812e-04 9.222322842106e-05 1.408084353898e-04
3.104000000000e+03 6.596454768442e-04 4.650376286008e-05 3.830948480754e-05 2.012452796407e-06 1.182529595098e-04 1.456509926356e-04 1.034245869960e-04 2.054912329186e-04
3.105000000000e+03 8.027391158976e-04 8.140465797624e-05 4.117225034861e-05 1.782276740414e-06 1.778985024430e-04 1.683347218204e-04 1.236245443579e-04 2.085221349262e-04
3.106000000000e+03 9.665468242019e-04 9.800352563616e-05 3.966495569330e-05 2.153521791115e-06 1.767192006810e-04 2.055010845652e-04 1.474240125390e-04 2.970805217046e-04
3.107000000000e+03 1.173324650154e-03 1.136356077041e-04 5.349277853384e-05 2.075937800328e-06 2.511289785616e-04 2.575019607320e-04 1.773235271685e-04 3.181659267284e-04
3.108000000000e+03 1.361391507089e-03 1.106424388126e-04 4.295292819734e-05 2.233347004221e-06 2.616450947244e-04 3.016635309905e-04 2.295613230672e-04 4.126928688493e-04
3.109000000000e+03 1.539530931041e-03 1.047542536980e-04 3.990387995145e-05 1.823925572353e-06 3.727161383722e-04 3.341503324918e-04 2.331520081498e-04 4.530304286163e-04
3.110000000000e+03 1.641615410335e-03 1.137823637691e-04 5.150193828740e-05 2.619239239721e-06 3.146911913063e-04 3.778943791986e-04 2.864116104320e-04 4.947147099301e-04
3.111000000000e+03 1.597014255822e-03 1.099185028579e-04 5.166155096958e-05 2.073381665468e-06 3.684095572680e-04 3.622325311881e-04 2.644234918989e-04 4.382953338791e-04
3.112000000000e+03 1.420330954716e-03 1.164717104984e-04 3.891861706506e-05 2.396192940068e-06 2.794028550852e-04 3.050112864003e-04 2.122465812135e-04 4.658837569878e-04
3.113000000000e+03 1.072781509720e-03 7.692071812926e-05 4.549666846287e-05 1.641168751121e-06 2.505996380933e-04 2.364788379055e-04 1.727634808049e-04 2.888810413424e-04
3.114000000000e+03 6.740032695234e-04 5.232386683929e-05 3.635506436694e-05 2.484143806214e-06 1.146249414887e-04 1.550612796564e-04 1.179343234980e-04 1.952196762431e-04
3.115000000000e+03 3.201842773706e-04 3.780820406973e-05 2.927015339083e-05 1.539219624647e-06 7.902596553322e-05 5.561304715229e-05 3.824042505585e-05 7.868725515436e-05
3.116000000000e+03 1.042802177835e-04 2.057238452835e-05 2.929990114353e-05 1.863664579105e-06 6.320608918031e-06 1.345988039247e-05 8.044558853726e-06 2.471921106917e-05
3.117000000000e+03 4.898682163912e-05 1.190953207697e-05 2.862755172828e-05 1.579661670803e-06 9.145698527391e-07 6.935570127098e-07 2.689017151170e-07 4.993044512958e-06
3.118000000000e+03 1.247781619895e-04 1.689386954240e-05 3.007274608535e-05 1.518516114629e-06 2.536507054174e-05 1.865280864877e-05 1.176682690129e-05 2.050831972156e-05
3.119000000000e+03 2.695302828215e-04 3.399376873858e-05 3.201505387551e-05 2.194090711782e-06 3.421950532356e-05 5.330334897735e-05 4.525713666226e-05 6.854735693196e-05
3.120000000000e+03 4.052852164023e-04 4.095588155906e-05 3.218460551579e-05 1.482645416218e-06 9.642238001106e-05 7.931976142572e-05 4.498755515669e-05 1.099323853850e-04
3.121000000000e+03 4.792436957359e-04 3.762622509385e-05 3.175705933245e-05 1.784053210940e-06 8.515302033629e-05 9.688042337075e-05 7.777337305015e-05 1.482695515733e-04
3.122000000000e+03 4.673998628277e-04 2.980318458867e-05 3.479972292553e-05 1.718634166537e-06 1.051515864674e-04 1.075024410966e-04 7.870255649323e-05 1.097217245842e-04
3.123000000000e+03 3.642089141067e-04 2.295423109899e-05 2.926074557763e-05 1.803585860216e-06 6.537656008732e-05 7.224331784528e-05 5.427392898127e-05 1.182965279440e-04
3.124000000000e+03 2.253433049191e-04 2.301086169609e-05 2.800336551445e-05 1.570953031660e-06 5.312917710398e-05 4.137604264542e-05 2.898636557802e-05 4.926653855364e-05
3.125000000000e+03 1.123019537772e-04 1.705806243990e-05 3.322745396872e-05 1.896157186820e-06 8.360857464140e-06 1.591988984728e-05 1.250023069588e-05 2.333929114684e-05
3.126000000000e+03 4.948698915541e-05 1.217391036334e-05 2.756515277724e-05 1.504677925368e-06 3.877674771502e-06 1.578787873768e-06 4.715857926385e-07 2.315197889402e-06
3.127000000000e+03 5.835595948156e-05 1.281695313082e-05 3.093915802310e-05 1.521907165625e-06 5.203674845689e-06 3.268134832979e-06 1.447149429623e-06 3.158984782203e-06
3.128000000000e+03 1.101940943045e-04 2.298727849848e-05 2.919974213000e-05 1.626960965950e-06 8.119838639686e-06 1.398284257448e-05 1.053261075867e-05 2.374481664447e-05
3.129000000000e+03 1.712423836580e-04 2.392356691416e-05 2.897147714975e-05 1.480116338826e-06 3.803715299000e-05 2.730704545684e-05 1.730986332404e-05 3.421314977459e-05
3.130000000000e+03 2.090490597766e-04 1.600587347639e-05 2.780843351502e-05 1.726581217554e-06 2.998909440066e-05 4.168875966570e-05 3.138880856568e-05 6.044149995432e-05
3.131000000000e+03 2.148799976567e-04 1.622318450245e-05 3.084756463068e-05 1.488812017669e-06 5.042296834290e-05 4.097969213035e-05 3.329844184918e-05 4.161933247815e-05
3.132000000000e+03 1.778409205144e-04 1.812746450014e-05 2.636277349666e-05 1.724272920001e-06 2.332004260097e-05 3.122242196696e-05 2.071564995276e-05 5.636828791467e-05
3.133000000000e+03 1.247758627869e-04 1.859316398622e-05 2.884765854105e-05 1.462251930207e-06 2.573068195488e-05 1.783868901839e-05 1.239275025000e-05 1.991065437323e-05
3.134000000000e+03 7.303773600142e-05 1.232152862940e-05 2.739289266174e-05 1.659848521740e-06 3.729366426342e-06 8.618325409770e-06 7.453058515239e-06 1.186271401821e-05
3.135000000000e+03 4.765921039507e-05 9.519813829684e-06 2.975904862978e-05 1.498640699538e-06 4.284282113076e-06 8.241368618656e-07 1.531967512847e-07 1.620089506105e-06
3.136000000000e+03 5.647090802086e-05 1.486120709160e-05 3.124296199530e-05 1.479740603827e-06 4.336513484304e-06 1.730592771310e-06 4.500456327605e-07 2.369840103711e-06
3.137000000000e+03 8.052875637077e-05 1.543718099128e-05 2.759825838439e-05 1.563700948282e-06 5.217441866989e-06 8.088159120234e-06 6.948096142878e-06 1.567592153151e-05
3.138000000000e+03 1.202259227284e-04 1.623436946829e-05 2.862875226128e-05 1.509302592240e-06 2.376118936809e-05 1.826180960052e-05 1.163331671705e-05 2.019718704105e-05
3.139000000000e+03 1.473958109273e-04 1.393431557517e-05 2.818833854690e-05 1.655076289353e-06 1.930100734171e-05 2.463437704137e-05 1.939549474628e-05 4.028719195048e-05
3.140000000000e+03 1.485333050368e-04 1.300970234297e-05 2.618017242639e-05 1.524390768282e-06 3.441361695877e-05 2.588650750113e-05 1.955240077223e-05 2.796650551318e-05
3.141000000000e+03 1.261566358153e-04 1.145214082499e-05 2.707237035793e-05 1.543564280837e-06 1.572918881720e-05 2.059592588921e-05 1.533526301500e-05 3.442818706390e-05
3.142000000000e+03 9.720695379656e-05 1.699783751974e-05 2.903013773903e-05 1.519504053249e-06 1.669137600402e-05 1.226462336490e-05 8.858433830028e-06 1.184504071716e-05
3.143000000000e+03 7.024505612208e-05 1.809029345168e-05 2.976348696393e-05 1.535052092549e-06 2.379752231718e-06 4.970705958840e-06 3.150590373480e-06 1.035517379933e-05
3.144000000000e+03 5.025449718232e-05 1.321172567259e-05 2.868390947697e-05 1.540489620311e-06 3.840095359919e-06 9.935773732650e-07 1.919386818372e-07 1.792764351194e-06
3.145000000000e+03 4.437766983756e-05 1.093571427191e-05 2.699827382457e-05 1.538442575111e-06 2.855274033209e-06 5.248938350633e-07 2.139926635891e-07 1.311076630373e-06
3.146000000000e+03 5.623375909636e-05 1.598511335033e-05 2.697271520447e-05 1.557604718982e-06 1.477893533774e-06 2.161174279536e-06 1.690539193078e-06 6.388719157258e-06
3.147000000000e+03 7.313769310713e-05 1.596211404831e-05 3.009664396814e-05 1.615109908926e-06 8.633357538201e-06 6.632456916122e-06 3.623264092312e-06 6.574741746590e-06
3.148000000000e+03 8.622270979686e-05 1.263648118766e-05 2.794298598019e-05 1.606446744518e-06 6.197722086654e-06 1.110477569455e-05 8.122790859488e-06 1.861150485638e-05
3.149000000000e+03 9.817549289437e-05 1.143006466009e-05 2.864560701710e-05 1.534087687105e-06 2.301845051988e-05 1.069672362064e-05 8.675612662046e-06 1.417494786438e-05
3.150000000000e+03 9.990451508202e-05 1.239966513822e-05 2.845404014806e-05 1.652399419072e-06 8.121683094942e-06 1.589145540493e-05 1.088257158699e-05 2.250269972137e-05
3.151000000000e+03 9.938210860128e-05 2.001183565881e-05 2.905435212597e-05 1.492591309216e-06 1.709415300866e-05 1.115585473599e-05 8.368267117476e-06 1.220505600941e-05
3.152000000000e+03 8.983186853584e-05 2.143160418200e-05 2.780719842121e-05 1.573320218995e-06 5.505420631380e-06 8.981127393781e-06 5.731087185268e-06 1.880211129901e-05
3.153000000000e+03 7.807885413058e-05 1.818586861191e-05 2.916036646639e-05 1.627246433600e-06 1.044583223120e-05 6.416777523555e-06 3.601493972383e-06 8.641265594633e-06
3.154000000000e+03 6.393354124157e-05 1.226878885063e-05 2.870913704101e-05 1.590824240338e-06 2.745992560449e-06 5.705593594030e-06 4.660544618673e-06 8.252660336439e-06
3.155000000000e+03 5.659292946802e-05 1.098382927012e-05 2.940929152828e-05 1.551442437631e-06 7.718193955952e-06 2.309484443686e-06 1.358734948553e-06 3.261956180722e-06
3.156000000000e+03 5.066100857221e-05 1.034576234815e-05 2.940283775388e-05 1.570489189362e-06 1.273132284041e-06 2.073771838695e-06 1.138532979894e-06 4.856481155002e-06
3.157000000000e+03 4.623791392078e-05 1.198357585963e-05 2.693207534321e-05 1.629465032238e-06 3.243435457989e-06 6.564779937435e-07 5.749888032369e-07 1.217892872774e-06
3.158000000000e+03 4.281588189770e-05 9.224944733432e-06 2.793248677335e-05 1.559718839417e-06 1.879346768874e-06 4.028547948565e-07 1.259487589778e-07 1.690580120339e-06
3.159000000000e+03 4.485887257033e-05 1.201993291033e-05 2.619153565320e-05 1.541753931633e-06 1.507500996922e-06 9.003906029648e-07 6.649173656115e-07 2.032844122368e-06
3.160000000000e+03 4.722424637293e-05 1.089225224860e-05 2.533788756409e-05 1.557558334753e-06 5.555298685067e-06 1.405672719557e-06 4.299421050291e-07 2.045633664238e-06
3.161000000000e+03 5.243397754384e-05 1.032289856084e-05 2.600478183012e-05 1.556967163197e-06 2.320546172996e-06 2.943299023173e-06 2.615599896671e-06 6.669879439869e-06
3.162000000000e+03 6.152363494039e-05 1.032694854075e-05 2.939576188510e-05 1.577662374075e-06 7.752851161058e-06 4.712142526841e-06 3.700473143908e-06 4.057796104462e-06
3.163000000000e+03 6.666759145446e-05 1.276340208278e-05 2.700489858398e-05 1.598713311068e-06 3.771156343646e-06 5.752081506216e-06 3.686336185638e-06 1.209100537380e-05
3.164000000000e+03 7.403717609122e-05 1.429871736036e-05 2.878754276026e-05 1.582421191415e-06 1.261317174794e-05 5.688959390682e-06 3.999213731731e-06 7.067144906614e-06
3.165000000000e+03 7.701847061981e-05 1.429071380699e-05 2.744369703578e-05 1.610767640159e-06 4.313245881349e-06 9.367928214488e-06 5.835657702846e-06 1.415646329406e-05
3.166000000000e+03 7.948460552143e-05 1.334270928055e-05 2.727805986069e-05 1.606068849469e-06 1.380324283673e-05 8.511089617969e-06 6.317102815956e-06 8.626328963146e-06
3.167000000000e+03 7.778728468111e-05 1.024057110044e-05 2.676440453797e-05 1.528195298306e-06 6.620309704886e-06 8.767279723543e-06 6.289781595115e-06 1.757674363034e-05
3.168000000000e+03 7.809708768036e-05 1.338201764156e-05 2.673440576473e-05 1.598345420462e-06 1.374220755679e-05 8.111734132399e-06 6.053306151443e-06 8.475068170810e-06
3.169000000000e+03 6.904496694915e-05 1.200342194352e-05 2.686373045435e-05 1.630082238080e-06 4.503014679358e-06 7.147811629693e-06 6.193895387696e-06 1.070301004802e-05
3.170000000000e+03 6.827017932665e-05 1.686018367764e-05 2.914799188147e-05 1.703660359453e-06 7.873039976403e-06 4.677228844230e-06 2.164694024032e-06 5.843381586601e-06
3.171000000000e+03 6.376671808539e-05 1.653979961702e-05 2.923488682427e-05 1.550809656692e-06 2.156862592528e-06 3.708724989337e-06 2.144199470422e-06 8.431431524514e-06
3.172000000000e+03 5.443233021651e-05 1.029269424180e-05 2.805678013829e-05 1.549447802063e-06 6.754989499314e-06 2.675309815459e-06 2.241442643935e-06 2.861665279852e-06
3.173000000000e+03 5.444161433843e-05 1.113988309953e-05 2.876775579352e-05 1.554676828164e-06 1.846907480285e-06 3.726816430571e-06 2.004123871302e-06 5.401451289799e-06
3.174000000000e+03 5.225748827797e-05 1.214561325469e-05 2.937984754681e-05 1.585411951055e-06 6.041883352736e-06 8.370889759135e-07 1.292663910135e-06 9.749768423717e-07
3.175000000000e+03 4.682084909291e-05 1.061037073669e-05 3.033359098481e-05 1.586297116773e-06 1.447157728762e-06 5.704961836273e-07 2.892404893373e-07 1.983696620300e-06
3.176000000000e+03 4.665439701057e-05 1.127300856751e-05 2.846777533705e-05 1.561010776641e-06 1.467400352340e-06 8.174724257515e-07 7.565868145321e-07 2.311144044143e-06
3.177000000000e+03 5.307639366947e-05 1.267484458367e-05 2.813640094246e-05 1.594306468178e-06 6.376576038747e-06 1.543696157569e-06 6.107629815233e-07 2.139803655155e-06
3.178000000000e+03 5.394459003583e-05 1.000954853225e-05 2.880845022446e-05 1.517644477644e-06 2.643941115821e-06 3.082766397711e-06 3.721627990672e-06 4.160612661508e-06
3.179000000000e+03 5.136405161466e-05 1.078488912754e-05 2.750454586931e-05 1.635782723497e-06 5.174849320611e-06 2.266874616907e-06 1.494777393418e-06 2.502330062271e-06
3.180000000000e+03 5.205600245972e-05 1.305179739575e-05 2.744797711784e-05 1.624090259611e-06 1.234913383996e-06 1.784993514775e-06 5.322833658283e-07 6.379948899848e-06
3.181000000000e+03 4.984314000467e-05 1.263022113562e-05 2.788369420159e-05 1.561099907121e-06 3.794123585976e-06 1.364264676340e-06 1.329879296463e-06 1.279857997361e-06
3.182000000000e+03 4.780926610692e-05 1.202813382406e-05 2.676700751181e-05 1.672780967965e-06 1.368779976474e-06 1.723985974422e-06 8.070788339865e-07 3.441497938184e-06
3.183000000000e+03 4.487550540944e-05 1.054893891705e-05 2.541256981203e-05 1.609126684343e-06 4.699614237325e-06 8.101958428597e-07 4.503333173034e-07 1.344729071207e-06
3.184000000000e+03 4.826104122913e-05 1.324908589595e-05 2.756999492703e-05 1.588639634065e-06 1.717240365906e-06 8.275837330984e-07 1.184807160826e-06 2.123690137523e-06
3.185000000000e+03 4.332610114943e-05 1.048819012794e-05 2.726878301473e-05 1.621992737455e-06 1.797808636184e-06 4.077944026903e-07 2.184455922816e-07 1.523084961264e-06
3.186000000000e+03 4.164335405221e-05 1.033848002407e-05 2.473187851137e-05 1.630772430872e-06 2.591016254883e-06 6.602681423828e-07 4.138334759318e-07 1.277103365283e-06
3.187000000000e+03 4.816563523491e-05 1.192300442199e-05 2.738173134276e-05 1.622538206902e-06 1.555084850224e-06 1.092133857128e-06 1.037287461259e-06 3.553857823135e-06
3.188000000000e+03 4.934366734233e-05 1.067048469849e-05 2.851296267181e-05 1.648008264965e-06 4.839937446377e-06 1.236834805241e-06 1.030410658132e-06 1.405025614076e-06
3.189000000000e+03 4.928495036438e-05 1.225682535733e-05 2.682651756913e-05 1.679459501247e-06 1.287364966629e-06 2.119940063494e-06 1.039587004925e-06 4.075258402736e-06
3.190000000000e+03 5.707615127903e-05 1.667995820753e-05 3.043697688554e-05 1.545407258163e-06 4.274590537534e-06 1.419428599547e-06 8.059649303505e-07 1.913829237310e-06
3.191000000000e+03 5.499306644197e-05 1.507116303401e-05 2.781809598673e-05 1.541578626529e-06 1.391973000864e-06 2.060418410110e-06 1.341101892649e-06 5.768737082690e-06
3.192000000000e+03 5.556938413065e-05 1.060945396603e-05 2.950130874524e-05 1.598408971404e-06 6.433757789637e-06 2.650920578162e-06 1.289506940338e-06 3.486032710498e-06
3.193000000000e+03 5.731004057452e-05 1.067118409992e-05 2.701488847379e-05 1.521100898572e-06 2.862173232643e-06 4.718574928120e-06 4.468824954529e-06 6.053296147002e-06
3.194000000000e+03 5.930519910180e-05 1.165394223790e-05 2.569706884969e-05 1.600682367098e-06 9.804241017264e-06 3.630077571870e-06 2.507620365577e-06 4.411568170326e-06
3.195000000000e+03 6.150551052997e-05 1.071217866411e-05 2.939763544418e-05 1.581643914506e-06 2.281302840856e-06 5.173457793717e-06 2.929855781986e-06 9.429435522179e-06
3.196000000000e+03 6.078704245738e-05 1.365077969240e-05 2.720198608586e-05 1.594540549377e-06 7.937489499454e-06 3.656086846604e-06 3.305901827844e-06 3.440254431553e-06
3.197000000000e+03 6.327704613796e-05 1.477607111156e-05 2.735247835517e-05 1.587265956005e-06 2.318085080333e-06 4.462053311727e-06 2.293562147315e-06 1.048753074429e-05
3.198000000000e+03 6.579339969903e-05 1.313986649620e-05 2.889566712838e-05 1.570636186443e-06 8.915381840779e-06 4.892617653240e-06 2.750528892648e-06 5.628699909721e-06
3.199000000000e+03 6.488667713711e-05 1.056783730746e-05 2.523124931031e-05 1.573063286742e-06 4.431850356923e-06 6.357112852129e-06 5.981006779621e-06 1.074455576600e-05
3.200000000000e+03 6.886828487040e-05 8.224874363805e-06 2.659883102751e-05 1.578428737048e-06 1.254070775758e-05 7.190448286565e-06 4.521181836026e-06 8.213816727221e-06
3.201000000000e+03 7.394343265332e-05 9.952349500963e-06 2.662886072358e-05 1.589422140569e-06 5.833810519107e-06 8.756952411204e-06 7.721189831500e-06 1.346085082332e-05
3.202000000000e+03 7.429218385369e-05 1.077686101780e-05 2.555151695560e-05 1.518734734418e-06 1.486096698500e-05 7.150296369218e-06 5.360891464079e-06 9.072919056052e-06
3.203000000000e+03 8.101573621389e-05 1.419974250894e-05 2.906895133492e-05 1.622587774364e-06 4.541515409073e-06 9.477609637543e-06 5.670577593264e-06 1.643475297897e-05
3.204000000000e+03 8.246947982116e-05 1.507855631644e-05 2.923757710960e-05 1.648049533287e-06 1.319717011938e-05 8.447731488559e-06 6.627707989537e-06 8.232695108745e-06
3.205000000000e+03 8.474664355163e-05 1.524517028884e-05 2.598251376185e-05 1.668878667260e-06 6.253352694330e-06 1.006514048640e-05 6.645780104009e-06 1.888579936349e-05
3.206000000000e+03 9.120041067945e-05 1.147293914983e-05 2.738701368799e-05 1.548857312628e-06 1.839586366259e-05 1.183652784675e-05 7.797782927810e-06 1.276142302231e-05
3.207000000000e+03 1.013709552353e-04 1.064792741090e-05 2.693632450246e-05 1.568816628605e-06 1.113202597480e-05 1.562536090205e-05 1.304378565692e-05 2.241671245429e-05
3.208000000000e+03 1.139065279858e-04 1.296277696383e-05 2.836616113200e-05 1.549249077470e-06 2.302004031662e-05 1.743284337863e-05 1.233706097992e-05 1.823839920689e-05
3.209000000000e+03 1.307909842581e-04 2.042131200142e-05 2.763086740742e-05 1.696464209999e-06 1.315473309660e-05 2.041305742750e-05 1.414243797626e-05 3.333211134304e-05
3.210000000000e+03 1.558401709190e-04 2.696132469282e-05 2.935015436378e-05 1.564956050970e-06 3.090933023486e-05 2.324064007553e-05 1.526480991743e-05 2.854894955817e-05
3.211000000000e+03 1.896211906569e-04 2.799743560900e-05 3.303289122414e-05 1.712252242214e-06 2.187627615058e-05 3.275934795965e-05 2.430043059576e-05 4.794256528839e-05
3.212000000000e+03 2.243874187116e-04 2.611060153868e-05 2.897425292758e-05 1.620393277335e-06 4.892853758065e-05 4.137275027460e-05 2.907922862505e-05 4.830167017644e-05
3.213000000000e+03 2.778619236778e-04 2.405646227999e-05 3.006224505953e-05 1.718814701235e-06 4.434791117092e-05 5.427955329651e-05 4.029573756270e-05 8.310120028909e-05
3.214000000000e+03 3.408507327549e-04 2.297091305081e-05 3.200181890861e-05 1.582116738064e-06 8.100871491479e-05 6.960125028854e-05 5.230251917965e-05 8.138338307617e-05
3.215000000000e+03 4.303348832764e-04 3.911973544746e-05 3.091949110967e-05 1.735146270221e-06 7.219112740131e-05 9.196327300742e-05 6.697805656586e-05 1.274280512007e-04
3.216000000000e+03 5.612318636850e-04 7.271570939338e-05 3.470231968095e-05 1.771946017470e-06 1.185955043184e-04 1.128907533712e-04 7.868239481468e-05 1.418732426828e-04
3.217000000000e+03 7.113459287211e-04 8.252669067588e-05 3.969018143835e-05 1.851411639109e-06 1.211015041918e-04 1.492155279266e-04 1.017933755065e-04 2.151672670152e-04
3.218000000000e+03 8.861013920978e-04 7.943064701976e-05 3.790629853029e-05 1.735603518682e-06 2.008363662753e-04 1.898652408272e-04 1.412387500750e-04 2.350884606130e-04
3.219000000000e+03 1.076983404346e-03 7.469431147911e-05 3.906770143658e-05 2.024961304414e-06 2.072678908007e-04 2.410481101833e-04 1.802225306164e-04 3.326578298584e-04
3.220000000000e+03 1.226148800924e-03 6.118301826064e-05 4.354371412774e-05 1.884822381726e-06 2.902636188082e-04 2.774163731374e-04 2.032926568063e-04 3.485645866022e-04
3.221000000000e+03 1.298018498346e-03 8.242777403211e-05 3.897227361449e-05 2.090217094519e-06 2.601386222523e-04 2.940937993117e-04 2.361543301959e-04 3.841413999908e-04
3.222000000000e+03 1.332603394985e-03 1.180184117402e-04 5.364473690861e-05 1.951279500645e-06 2.951383648906e-04 2.890853211284e-04 1.951073209057e-04 3.796579840127e-04
3.223000000000e+03 1.298681367189e-03 1.559222146170e-04 4.405179060996e-05 2.171644155169e-06 2.345062966924e-04 2.744970552158e-04 1.975985069294e-04 3.899339644704e-04
3.224000000000e+03 1.163923880085e-03 1.185360961244e-04 5.445375063573e-05 1.903513748402e-06 2.569323696662e-04 2.497028617654e-04 1.785492349882e-04 3.038460854441e-04
3.225000000000e+03 9.247668785974e-04 5.718961983803e-05 3.828474655165e-05 2.228090352219e-06 1.716210681479e-04 2.106739702867e-04 1.474666787544e-04 2.973027294502e-04
3.226000000000e+03 6.271693855524e-04 2.342933476029e-05 3.459300205577e-05 1.420063313162e-06 1.647013123147e-04 1.354524865746e-04 1.094488543458e-04 1.581243705004e-04
3.227000000000e+03 3.356201341376e-04 1.879411684058e-05 2.929964830400e-05 1.701406972643e-06 5.629401493934e-05 7.164874841692e-05 5.834863986820e-05 9.953357221093e-05
3.228000000000e+03 1.488554553362e-04 2.805510303006e-05 3.272699177614e-05 1.493019340160e-06 2.763530028460e-05 2.080307604047e-05 8.873655133357e-06 2.926830711658e-05
3.229000000000e+03 6.467376078945e-05 2.616273923195e-05 2.897408194258e-05 1.722185288600e-06 1.199109988193e-06 1.701654696262e-06 1.747603846525e-06 3.166384658471e-06
3.230000000000e+03 5.831599628436e-05 9.605789273337e-06 2.663174018380e-05 1.669256675996e-06 3.064224301852e-06 4.300459750084e-06 5.228939699009e-06 7.815587196092e-06
3.231000000000e+03 1.332539395662e-04 2.585405673017e-05 3.071540413657e-05 1.563367050039e-06 2.279396539961e-05 1.960102963494e-05 1.272816189157e-05 1.999795131269e-05
3.232000000000e+03 2.397639473202e-04 5.058119859314e-05 3.100284448010e-05 1.850405851656e-06 2.637720172061e-05 3.697983993334e-05 2.250629222544e-05 7.046615064610e-05
3.233000000000e+03 3.192254225723e-04 4.449982588994e-05 3.074506457779e-05 1.462423256271e-06 6.917721475475e-05 6.056120400899e-05 4.176364382147e-05 7.101606024662e-05
3.234000000000e+03 3.671622544061e-04 2.021872751357e-05 3.185461537214e-05 1.826638822422e-06 6.323102570605e-05 7.802143954905e-05 6.165854574647e-05 1.103512840928e-04
3.235000000000e+03 3.517642035149e-04 1.115011673392e-05 2.620485065563e-05 1.390816009916e-06 9.537134610582e-05 7.474223821191e-05 5.566585969063e-05 8.723900100449e-05
3.236000000000e+03 2.695506846067e-04 1.297197559325e-05 2.689416942303e-05 1.614816142137e-06 4.852593338001e-05 5.350235733204e-05 4.751709275297e-05 7.852435373934e-05
3.237000000000e+03 1.673307997407e-04 1.919024543895e-05 2.933387440862e-05 1.443086944164e-06 3.573772846721e-05 2.880645661207e-05 1.738952960295e-05 3.542987906258e-05
3.238000000000e+03 9.460828005103e-05 2.526434946049e-05 2.933531686722e-05 1.727217181724e-06 4.276865183783e-06 9.911940651364e-06 6.996379397606e-06 1.709620664769e-05
3.239000000000e+03 5.644060001941e-05 2.024402783718e-05 2.753769149422e-05 1.551562604618e-06 3.919220489479e-06 1.115338591262e-06 3.365866234617e-07 1.736174453981e-06
3.240000000000e+03 4.452426219359e-05 9.389811566507e-06 2.733098517638e-05 1.496985760241e-06 3.217752691853e-06 8.743070338824e-07 7.202533538475e-07 1.494165189797e-06
3.241000000000e+03 6.356574158417e-05 1.558831536386e-05 2.748284168774e-05 1.607674448678e-06 2.008313003898e-06 3.633179403550e-06 2.252945705550e-06 1.099246765079e-05
3.242000000000e+03 8.717642049305e-05 1.971298115677e-05 2.620925988595e-05 1.428330392628e-06 1.403095757269e-05 1.004019850370e-05 4.761670879816e-06 1.099302880903e-05
3.243000000000e+03 1.143239860539e-04 1.658769542701e-05 2.938449142675e-05 1.592162789166e-06 1.092102229450e-05 1.614493521629e-05 1.441606309527e-05 2.527761535021e-05
3.244000000000e+03 1.308576902375e-04 1.425217305950e-05 2.683974162210e-05 1.430695078852e-06 2.942317405541e-05 2.123844933521e-05 1.276354214497e-05 2.490991028026e-05
3.245000000000e+03 1.355895365123e-04 1.493164381827e-05 2.852173747669e-05 1.537330035717e-06 1.631643317523e-05 2.179622242693e-05 1.848172905738e-05 3.400443529245e-05
3.246000000000e+03 1.237224205397e-04 1.588035775058e-05 2.956995922432e-05 1.433635361536e-06 2.553705598984e-05 1.869089282991e-05 1.307205911871e-05 1.953845458047e-05
3.247000000000e+03 1.065595206455e-04 2.027156006079e-05 2.832292011590e-05 1.617570433154e-06 8.202278877434e-06 1.396456536895e-05 9.027025043906e-06 2.515360574762e-05
3.248000000000e+03 7.979388465174e-05 1.553398396936e-05 2.746914469753e-05 1.522966272205e-06 1.372431506752e-05 7.644654033356e-06 5.866098945262e-06 8.032715413719e-06
3.249000000000e+03 5.908885941608e-05 1.052754487318e-05 2.755892273854e-05 1.533421936983e-06 2.393323484284e-06 4.662260380428e-06 3.188928758391e-06 9.224457244272e-06
3.250000000000e+03 4.761795935337e-05 1.013416385831e-05 2.739624142123e-05 1.534261400593e-06 4.621172593033e-06 1.435506419512e-06 9.048604283635e-07 1.591753175489e-06
3.251000000000e+03 4.406860534800e-05 1.015081488731e-05 2.836339990608e-05 1.495272726970e-06 1.526804226160e-06 3.861669028993e-07 2.377101253614e-07 1.908437070597e-06
3.252000000000e+03 4.404241190059e-05 9.664132448961e-06 2.681766090973e-05 1.420429839527e-06 1.258591964870e-06 8.658686851959e-07 9.841955943557e-07 3.031530013686e-06
