epoch total_loss interior_loss down_yy_loss up_yy_loss down_loss up_loss left_loss right_loss
3020 4.38086595e-03 1.39471178e-03 8.10317579e-04 2.61339068e-04 8.40023917e-04 2.44514900e-04 2.47098447e-04 5.82860142e-04
3021 4.70777648e-03 1.79964025e-03 8.56935396e-04 2.48962897e-04 8.01976712e-04 2.24010335e-04 2.42999682e-04 5.33250568e-04
3022 5.19291451e-03 1.92285620e-03 1.11603166e-03 2.70453776e-04 8.21407710e-04 2.38385008e-04 2.39379879e-04 5.84400201e-04
3023 4.83987946e-03 1.83624506e-03 8.88427603e-04 2.76305771e-04 7.89436512e-04 2.41105474e-04 2.40354610e-04 5.68004558e-04
3024 4.59583756e-03 1.61242322e-03 8.36815510e-04 2.91067641e-04 8.17236374e-04 2.36691703e-04 2.55857158e-04 5.45745890e-04
3025 4.69583692e-03 1.72916614e-03 8.64498783e-04 2.61229259e-04 7.81046401e-04 2.20598260e-04 2.65469571e-04 5.73828176e-04
3026 4.78182593e-03 1.75902946e-03 8.24741146e-04 2.79041415e-04 8.04825686e-04 2.48718221e-04 2.65779818e-04 5.99690131e-04
3027 4.72872704e-03 1.72464876e-03 8.51363468e-04 2.78617255e-04 8.09738529e-04 2.26705059e-04 2.92938086e-04 5.44715906e-04
3028 4.85240435e-03 1.84364687e-03 9.18840116e-04 2.42343333e-04 7.74668355e-04 2.33800340e-04 2.70434946e-04 5.68670221e-04
3029 4.49724589e-03 1.51523645e-03 8.39376531e-04 2.62173126e-04 8.44841707e-04 2.27858749e-04 2.77205312e-04 5.30553865e-04
3030 4.93344665e-03 1.67190155e-03 1.17347192e-03 2.76290433e-04 8.02288647e-04 2.22411036e-04 2.48342461e-04 5.38740889e-04
3031 4.69265599e-03 1.56525662e-03 9.99945682e-04 2.77858053e-04 8.26781732e-04 2.19252121e-04 2.61487789e-04 5.42073860e-04
3032 4.66932217e-03 1.69400661e-03 7.64657161e-04 2.89721676e-04 8.49337375e-04 2.49515375e-04 2.63229682e-04 5.58854546e-04
3033 4.70779743e-03 1.89206260e-03 7.50442035e-04 2.64010945e-04 7.86132063e-04 2.49105477e-04 2.54179206e-04 5.11865190e-04
3034 4.98234853e-03 2.09622714e-03 7.50389416e-04 2.90239434e-04 8.67464463e-04 2.18547357e-04 2.53453851e-04 5.06026554e-04
3035 4.38697264e-03 1.58469728e-03 7.30103347e-04 2.65179639e-04 8.13498395e-04 2.29004130e-04 2.53474573e-04 5.11015358e-04
3036 4.66970401e-03 1.56693463e-03 1.00028468e-03 2.69861688e-04 7.99659523e-04 2.18618588e-04 2.39872912e-04 5.74471836e-04
3037 4.73794807e-03 1.84195093e-03 8.40113091e-04 2.55473773e-04 8.07877688e-04 2.20756410e-04 2.53891805e-04 5.17884153e-04
3038 4.62446176e-03 1.46829011e-03 9.74769646e-04 2.74794438e-04 8.70915421e-04 2.18486108e-04 2.56017753e-04 5.61188615e-04
3039 4.67802305e-03 1.73024798e-03 8.46348936e-04 2.57490901e-04 8.24758550e-04 2.38815846e-04 2.42221839e-04 5.38138906e-04
3040 4.72738082e-03 1.83686882e-03 8.65405367e-04 2.49227334e-04 7.68858590e-04 2.10487298e-04 2.40264970e-04 5.56268787e-04
3041 4.93201800e-03 2.07524304e-03 8.53012491e-04 2.59610068e-04 7.69435777e-04 2.29872603e-04 2.27873970e-04 5.16969943e-04
3042 4.57788212e-03 1.75452256e-03 6.94019836e-04 2.68859090e-04 8.11901235e-04 2.29283643e-04 2.62353016e-04 5.56942541e-04
3043 4.80458792e-03 1.66710198e-03 1.04977563e-03 2.65176961e-04 8.17412918e-04 2.20348782e-04 2.45647767e-04 5.39123779e-04
3044 4.75325435e-03 1.65537780e-03 1.01504358e-03 2.55974010e-04 7.85865937e-04 2.38710330e-04 2.48722266e-04 5.53560269e-04
3045 5.06675616e-03 1.99102564e-03 9.73474293e-04 2.77957268e-04 8.12291459e-04 2.33249273e-04 2.44553550e-04 5.34204999e-04
3046 4.58077621e-03 1.53556804e-03 8.95100995e-04 2.56620784e-04 9.02757572e-04 2.26699151e-04 2.33844839e-04 5.30185353e-04
3047 4.73162439e-03 1.73996424e-03 9.03662469e-04 2.55636609e-04 8.40240857e-04 2.26336924e-04 2.43877235e-04 5.21906361e-04
3048 4.44989651e-03 1.51131162e-03 8.24445218e-04 2.53148086e-04 8.53060395e-04 2.42942057e-04 2.53909733e-04 5.11079677e-04
3049 4.48349537e-03 1.35854655e-03 8.84655106e-04 2.57045438e-04 8.62088986e-04 2.46146170e-04 2.50124634e-04 6.24888344e-04
3050 4.58469149e-03 1.65807200e-03 8.93148244e-04 2.61795882e-04 7.27809209e-04 2.29437879e-04 2.63692520e-04 5.50735684e-04
3051 4.96573094e-03 2.06875824e-03 8.22579837e-04 2.50612997e-04 8.01668037e-04 2.11264865e-04 2.50917976e-04 5.59929002e-04
3052 4.62355278e-03 1.55675015e-03 9.47979977e-04 2.73685466e-04 8.25276191e-04 2.29304715e-04 2.55320920e-04 5.35235682e-04
3053 4.83228546e-03 1.94207835e-03 8.26265605e-04 2.37438071e-04 8.27990938e-04 2.23189563e-04 2.50733312e-04 5.24589210e-04
3054 4.71029663e-03 1.72614888e-03 9.72329115e-04 2.64111295e-04 7.75835535e-04 2.17630310e-04 2.41382775e-04 5.12858271e-04
3055 4.58989479e-03 1.63080287e-03 8.46731476e-04 2.78764259e-04 8.53700330e-04 2.18959787e-04 2.41542424e-04 5.19393710e-04
3056 4.75233793e-03 1.73737633e-03 1.00830535e-03 2.26170814e-04 7.82477786e-04 2.38935914e-04 2.49265548e-04 5.09805919e-04
3057 4.71356977e-03 1.83939352e-03 8.26901814e-04 2.48749799e-04 8.24134273e-04 2.18409536e-04 2.32871869e-04 5.23109105e-04
3058 4.31995839e-03 1.38198026e-03 8.63375608e-04 2.74033373e-04 7.98948982e-04 2.30418969e-04 2.66168703e-04 5.05032716e-04
3059 4.72425763e-03 1.82616024e-03 8.54041544e-04 2.61527777e-04 7.68316095e-04 2.27319135e-04 2.48044555e-04 5.38848573e-04
3060 4.64062812e-03 1.59755861e-03 9.52346949e-04 2.38821187e-04 8.76308070e-04 2.26806354e-04 2.45460251e-04 5.03326941e-04
3061 4.92340419e-03 2.01933505e-03 8.13986757e-04 2.38015316e-04 8.41221306e-04 2.18505695e-04 2.41496775e-04 5.50843601e-04
3062 4.71770205e-03 1.96593162e-03 8.01398535e-04 2.29058336e-04 7.44041463e-04 2.27901706e-04 2.36800741e-04 5.12569677e-04
3063 4.43499396e-03 1.49461534e-03 8.57471023e-04 2.57037143e-04 7.75165332e-04 2.38439592e-04 2.45367322e-04 5.66898205e-04
3064 4.38704202e-03 1.55414979e-03 8.77413142e-04 2.35344414e-04 7.53002940e-04 2.26902222e-04 2.45318515e-04 4.94910753e-04
3065 4.68207570e-03 1.72755180e-03 9.32425202e-04 2.43239570e-04 7.85393757e-04 2.24488831e-04 2.37302826e-04 5.31673839e-04
3066 4.88816714e-03 1.87551719e-03 9.35172953e-04 2.69866723e-04 7.95685803e-04 2.35764455e-04 2.59361928e-04 5.16798056e-04
3067 4.44707600e-03 1.52223033e-03 7.81074341e-04 2.69844022e-04 8.28040531e-04 2.28167846e-04 2.66899646e-04 5.50819386e-04
3068 4.51999763e-03 1.53074577e-03 9.56446573e-04 2.59664288e-04 7.69091712e-04 2.12157713e-04 2.52560043e-04 5.39331231e-04
3069 4.56743734e-03 1.82212319e-03 7.19434465e-04 2.42058799e-04 7.68830709e-04 2.38098131e-04 2.63358612e-04 5.13533247e-04
3070 4.64846799e-03 1.70108990e-03 9.60883277e-04 2.42856840e-04 7.32898246e-04 2.26985081e-04 2.43690680e-04 5.40063891e-04
3071 4.45357850e-03 1.67386536e-03 6.73482893e-04 2.59026012e-04 7.90144841e-04 2.17220484e-04 2.56576954e-04 5.83261775e-04
3072 4.63009207e-03 1.70247210e-03 8.75538390e-04 2.52625789e-04 7.32669374e-04 2.36462976e-04 2.43633316e-04 5.86689741e-04
3073 4.41663014e-03 1.56823848e-03 8.43685237e-04 2.38619614e-04 7.43311073e-04 2.56381813e-04 2.47562595e-04 5.18831366e-04
3074 4.35408298e-03 1.59956119e-03 6.72017573e-04 2.34772873e-04 8.13276798e-04 2.22277828e-04 2.51173449e-04 5.61003573e-04
3075 4.86052409e-03 2.09997501e-03 7.42165081e-04 2.47171818e-04 7.92234321e-04 2.20875329e-04 2.29094716e-04 5.29008044e-04
3076 4.35275491e-03 1.54595624e-03 7.87263387e-04 2.45840929e-04 7.99647882e-04 2.44404306e-04 2.31797996e-04 4.97844128e-04
3077 4.37553087e-03 1.61895144e-03 7.07817846e-04 2.62248825e-04 8.09464022e-04 2.30285383e-04 2.35143583e-04 5.11619728e-04
3078 5.08157816e-03 2.17199186e-03 8.50473181e-04 2.51307938e-04 7.96596811e-04 2.31085680e-04 2.62921996e-04 5.17200504e-04
3079 4.29841690e-03 1.53492810e-03 7.60613300e-04 2.43699149e-04 7.71332416e-04 2.10961560e-04 2.52697006e-04 5.24185423e-04
3080 4.31805663e-03 1.51800329e-03 7.66132260e-04 2.66480376e-04 7.31746375e-04 2.29802754e-04 2.80271197e-04 5.25620533e-04
3081 4.52128565e-03 1.61829998e-03 8.43017013e-04 2.56222149e-04 7.64557044e-04 2.47082178e-04 2.53721315e-04 5.38385997e-04
3082 4.28491691e-03 1.40024535e-03 8.90377967e-04 2.60620494e-04 7.38886883e-04 2.08481128e-04 2.57414184e-04 5.28891163e-04
3083 4.43625869e-03 1.66239508e-03 7.60661031e-04 2.62283109e-04 7.51825166e-04 2.36528576e-04 2.57272477e-04 5.05293894e-04
3084 4.41185897e-03 1.41635304e-03 9.45568667e-04 2.69012991e-04 7.67300604e-04 2.24345495e-04 2.48975615e-04 5.40302426e-04
3085 4.70937649e-03 1.85098324e-03 8.47114075e-04 2.42278955e-04 7.40691961e-04 2.22591887e-04 2.33424798e-04 5.72291843e-04
3086 4.73246630e-03 1.68825779e-03 1.02762715e-03 2.60368834e-04 7.73798616e-04 2.22426723e-04 2.52604688e-04 5.07382676e-04
3087 4.58873436e-03 1.78470090e-03 7.65389821e-04 2.76556733e-04 7.68009049e-04 2.13097606e-04 2.39864981e-04 5.41115063e-04
3088 4.61873971e-03 1.72131101e-03 8.57771549e-04 2.51227670e-04 7.71398365e-04 2.39124274e-04 2.32629842e-04 5.45276562e-04
3089 4.22669156e-03 1.55237596e-03 7.16421928e-04 2.42993221e-04 7.06594961e-04 2.19565249e-04 2.64088128e-04 5.24651899e-04
3090 4.84771375e-03 1.83630129e-03 9.98466625e-04 2.52882339e-04 7.86754652e-04 2.15898850e-04 2.33737926e-04 5.23672497e-04
3091 4.52954788e-03 1.73717958e-03 8.08350567e-04 2.31343874e-04 7.42189935e-04 2.56411586e-04 2.48962955e-04 5.05109900e-04
3092 4.46709758e-03 1.58493663e-03 8.69914889e-04 2.37447923e-04 7.95629865e-04 2.44379771e-04 2.44606723e-04 4.90182021e-04
3093 4.24077595e-03 1.40452199e-03 8.65905429e-04 2.29829137e-04 7.58563634e-04 2.12994622e-04 2.44222203e-04 5.24738687e-04
3094 4.67517087e-03 1.83084467e-03 8.33456754e-04 2.40659152e-04 7.71106803e-04 2.06288008e-04 2.47456541e-04 5.45358635e-04
3095 4.59963502e-03 1.62527687e-03 9.86926723e-04 2.31647937e-04 7.77125766e-04 2.19490597e-04 2.47472199e-04 5.11695282e-04
3096 4.31594858e-03 1.55513221e-03 7.73548963e-04 2.52608705e-04 7.46450445e-04 2.44704133e-04 2.39461253e-04 5.04042779e-04
3097 4.00556112e-03 1.25529186e-03 7.65941222e-04 2.29666286e-04 7.35553855e-04 2.34386898e-04 2.55329214e-04 5.29391749e-04
3098 4.15580627e-03 1.40503934e-03 8.14606727e-04 2.30663907e-04 7.38041184e-04 2.10372527e-04 2.50713900e-04 5.06368524e-04
3099 4.25221538e-03 1.50761893e-03 7.92568899e-04 2.31553291e-04 7.43635930e-04 2.25241820e-04 2.29944722e-04 5.21651760e-04
3100 4.26813494e-03 1.50454952e-03 8.39010288e-04 2.49118923e-04 7.20850134e-04 2.10829894e-04 2.26413351e-04 5.17362612e-04
3101 5.14171645e-03 2.28302623e-03 9.11532552e-04 2.48922588e-04 7.14602123e-04 2.15956854e-04 2.30708756e-04 5.36967418e-04
3102 4.35365969e-03 1.51320710e-03 8.77529674e-04 2.29680023e-04 7.16828334e-04 2.43837363e-04 2.39742018e-04 5.32835315e-04
3103 4.46096621e-03 1.65074889e-03 7.71283696e-04 2.37116852e-04 7.61698175e-04 2.17798151e-04 2.43039802e-04 5.79280779e-04
3104 4.38064197e-03 1.52706134e-03 9.04429180e-04 2.38047665e-04 7.52669002e-04 2.15521446e-04 2.48716591e-04 4.94196371e-04
3105 4.89016296e-03 1.98244909e-03 8.77420011e-04 2.50177574e-04 7.93886895e-04 2.13883832e-04 2.57327833e-04 5.15018124e-04
3106 4.66937199e-03 1.72127283e-03 9.59362485e-04 2.37423606e-04 7.59488787e-04 2.34889754e-04 2.49113626e-04 5.07820980e-04
3107 4.38516913e-03 1.42110640e-03 1.00402720e-03 2.44581781e-04 7.23403238e-04 2.21320195e-04 2.45584088e-04 5.25146141e-04
3108 4.10764525e-03 1.43109774e-03 7.24462909e-04 2.43467017e-04 7.16057839e-04 2.14535059e-04 2.42956317e-04 5.35068742e-04
3109 4.78273490e-03 1.96537795e-03 8.12883896e-04 2.56956875e-04 7.03951286e-04 2.42862428e-04 2.44813535e-04 5.55888575e-04
3110 4.79362113e-03 1.78345549e-03 9.86919506e-04 2.55289866e-04 7.21226039e-04 2.52375816e-04 2.23689975e-04 5.70664299e-04
3111 4.41595400e-03 1.63860305e-03 7.69450504e-04 2.45807722e-04 7.44386809e-04 2.16297602e-04 2.29221914e-04 5.72186254e-04
3112 4.19171993e-03 1.40582304e-03 7.96536740e-04 2.27072465e-04 7.36224989e-04 2.36185893e-04 2.34454797e-04 5.55421866e-04
3113 4.50828439e-03 1.57425646e-03 9.31831193e-04 2.45839707e-04 8.13938910e-04 2.23979529e-04 2.17013818e-04 5.01424598e-04
3114 4.26537311e-03 1.71348301e-03 6.49246969e-04 2.25313226e-04 7.07712839e-04 2.36813939e-04 2.22477873e-04 5.10325481e-04
3115 4.35329136e-03 1.58013182e-03 7.96450942e-04 2.48648663e-04 7.69455743e-04 2.32224309e-04 2.15183391e-04 5.11196617e-04
3116 4.01374837e-03 1.38297759e-03 7.46096775e-04 2.20662449e-04 7.30672735e-04 2.06090146e-04 2.32666294e-04 4.94582695e-04
3117 4.23940830e-03 1.39500864e-03 8.14005150e-04 2.62556801e-04 7.63593765e-04 2.28583231e-04 2.38949957e-04 5.36710897e-04
3118 4.82086977e-03 2.08432437e-03 7.77358655e-04 2.61602981e-04 7.25563383e-04 2.00216848e-04 2.51461635e-04 5.20341971e-04
3119 4.47078608e-03 1.61837519e-03 8.59552529e-04 2.35397893e-04 7.46010570e-04 2.22209521e-04 2.55650259e-04 5.33590326e-04
3120 4.48067160e-03 1.81865587e-03 7.92051142e-04 2.16525659e-04 7.02321471e-04 2.14475192e-04 2.45898205e-04 4.90744307e-04
3121 4.24162997e-03 1.47468550e-03 8.56298488e-04 2.47131975e-04 7.22120458e-04 2.19425696e-04 2.52198661e-04 4.69769264e-04
3122 4.38492512e-03 1.56055391e-03 8.23791022e-04 2.31983169e-04 7.89269747e-04 2.25251511e-04 2.63708556e-04 4.90366889e-04
3123 4.53839451e-03 1.80347322e-03 7.93474843e-04 2.32353879e-04 6.95480616e-04 2.36776657e-04 2.51274119e-04 5.25561336e-04
3124 4.34877444e-03 1.54775556e-03 8.16982647e-04 2.47979420e-04 7.57862232e-04 2.18039786e-04 2.41289570e-04 5.18865359e-04
3125 4.51724511e-03 1.74104155e-03 8.10915255e-04 2.47345888e-04 7.57532427e-04 2.08912024e-04 2.34134830e-04 5.17363078e-04
3126 4.29059705e-03 1.52951013e-03 8.69385491e-04 2.41488815e-04 7.14395428e-04 2.12934450e-04 2.28146062e-04 4.94736712e-04
3127 4.34094202e-03 1.64285814e-03 7.91030587e-04 2.43455332e-04 6.88441447e-04 2.33380182e-04 2.38622088e-04 5.03154239e-04
3128 4.44560405e-03 1.65352284e-03 7.54920882e-04 2.41839720e-04 7.77255453e-04 2.36430831e-04 2.46976531e-04 5.34657389e-04
3129 4.46593389e-03 1.69833354e-03 7.69654813e-04 2.30381644e-04 7.76050729e-04 2.34815845e-04 2.45369185e-04 5.11328282e-04
3130 4.45701508e-03 1.67291646e-03 8.01200164e-04 2.56363972e-04 7.64995464e-04 2.31401296e-04 2.20395785e-04 5.09741833e-04
3131 4.59963689e-03 1.95358507e-03 6.72702270e-04 2.34176347e-04 7.58022012e-04 2.35619009e-04 2.27446682e-04 5.18085493e-04
3132 4.51616431e-03 1.57539756e-03 9.54288931e-04 2.20825532e-04 7.93459592e-04 2.38044828e-04 2.39408531e-04 4.94739681e-04
3133 4.74435370e-03 1.94258208e-03 8.74080521e-04 2.37542932e-04 6.97394193e-04 2.30087753e-04 2.18215922e-04 5.44450420e-04
3134 4.22857841e-03 1.40814902e-03 8.56813043e-04 2.42654220e-04 6.89329405e-04 2.43371294e-04 2.37639557e-04 5.50621946e-04
3135 4.32389881e-03 1.37740781e-03 9.85751045e-04 2.53178121e-04 7.19745993e-04 2.16976390e-04 2.43209972e-04 5.27629396e-04
3136 4.88025276e-03 1.91648758e-03 9.15973680e-04 2.48496333e-04 7.54015113e-04 2.26471995e-04 2.19874360e-04 5.98933606e-04
3137 4.47428878e-03 1.41694781e-03 1.01975235e-03 2.47859542e-04 7.77703244e-04 2.24103438e-04 2.38742476e-04 5.49179327e-04
3138 4.45811823e-03 1.79083494e-03 7.83295895e-04 2.02214302e-04 7.24967162e-04 1.94509179e-04 2.36219843e-04 5.26076474e-04
3139 4.37243935e-03 1.39578420e-03 1.03471708e-03 2.17642737e-04 7.57287198e-04 2.45515112e-04 2.20548638e-04 5.00944385e-04
3140 4.35923133e-03 1.55558239e-03 8.59219464e-04 2.29114332e-04 7.36690941e-04 2.37970264e-04 2.17544060e-04 5.23109455e-04
3141 4.67889011e-03 1.62709865e-03 1.01805420e-03 2.33385756e-04 7.70851329e-04 2.32967344e-04 2.14588974e-04 5.81943954e-04
3142 4.41368949e-03 1.71389489e-03 7.53110799e-04 2.46207608e-04 7.32837419e-04 2.33257349e-04 2.24880918e-04 5.09500387e-04
3143 4.58182069e-03 1.81005849e-03 8.14071856e-04 2.28561679e-04 7.43985758e-04 2.29505269e-04 2.30613834e-04 5.25023846e-04
3144 4.55872342e-03 1.67179678e-03 9.32052790e-04 2.31908445e-04 7.59976683e-04 2.11775186e-04 2.28591933e-04 5.22621791e-04
3145 4.22263425e-03 1.46138773e-03 8.31841200e-04 2.36796099e-04 6.98726100e-04 2.31516853e-04 2.32585895e-04 5.29780518e-04
3146 4.28399770e-03 1.44037849e-03 8.74516438e-04 2.30862963e-04 7.45191530e-04 2.30875870e-04 2.47251155e-04 5.14921325e-04
3147 4.07121656e-03 1.41206617e-03 7.82033545e-04 2.23613781e-04 6.73194823e-04 2.29107027e-04 2.58924381e-04 4.92276915e-04
3148 4.52722423e-03 1.71391002e-03 8.54127808e-04 2.11518665e-04 7.76568952e-04 2.37026194e-04 2.36612308e-04 4.97460365e-04
3149 4.23597964e-03 1.42222631e-03 8.89781630e-04 2.54690676e-04 6.93346199e-04 2.28554738e-04 2.41303889e-04 5.06076380e-04
3150 4.13419679e-03 1.37973600e-03 8.31736601e-04 2.30849240e-04 7.48090912e-04 2.29874422e-04 2.31172133e-04 4.82737436e-04
3151 4.33912175e-03 1.57046318e-03 8.67481169e-04 2.25197349e-04 6.93633920e-04 2.30476595e-04 2.26473319e-04 5.25396259e-04
3152 4.35907487e-03 1.65828655e-03 8.33966886e-04 2.37136483e-04 6.85445440e-04 2.18112604e-04 2.08846453e-04 5.17280365e-04
3153 5.02211414e-03 2.29390105e-03 8.50589073e-04 2.28230012e-04 7.37968250e-04 2.20463466e-04 2.03810676e-04 4.87151759e-04
3154 4.29719780e-03 1.53499900e-03 7.98418478e-04 2.31185390e-04 7.45138212e-04 2.25538897e-04 2.17945199e-04 5.43972303e-04
3155 4.01560543e-03 1.43543945e-03 7.21076212e-04 2.40291280e-04 7.05514452e-04 2.18585687e-04 2.18065892e-04 4.76632558e-04
3156 4.38351044e-03 1.51263818e-03 9.58707009e-04 2.35126863e-04 7.07087631e-04 2.32185368e-04 2.16497967e-04 5.21267182e-04
3157 4.46205307e-03 1.91659399e-03 7.05240469e-04 1.98884649e-04 7.03419908e-04 2.13217150e-04 2.21643844e-04 5.03053190e-04
3158 4.25869040e-03 1.54823950e-03 7.46076868e-04 2.48487893e-04 7.65673467e-04 1.99057351e-04 2.14079220e-04 5.37076208e-04
3159 4.42914432e-03 1.45635498e-03 1.07174751e-03 2.24508403e-04 7.38348404e-04 2.32073071e-04 2.12606887e-04 4.93505213e-04
3160 4.33888845e-03 1.40997255e-03 9.79427714e-04 2.39633504e-04 7.66170328e-04 2.04792625e-04 2.33015453e-04 5.05876436e-04
3161 4.51468024e-03 1.64492149e-03 8.80333711e-04 2.36655425e-04 7.10400869e-04 2.32963954e-04 2.53140344e-04 5.56264538e-04
3162 4.49351128e-03 1.70578680e-03 8.84574896e-04 2.39771209e-04 6.95556460e-04 2.28218836e-04 2.36332664e-04 5.03270305e-04
3163 4.49494924e-03 1.61084556e-03 1.00379181e-03 2.35227155e-04 7.03171943e-04 2.09196194e-04 2.18128989e-04 5.14587504e-04
3164 4.55652503e-03 1.85480202e-03 8.08967219e-04 2.35046246e-04 6.83404272e-04 2.20058195e-04 2.25711337e-04 5.28535806e-04
3165 4.24132310e-03 1.57135876e-03 6.93790440e-04 2.38170207e-04 7.51900952e-04 2.23401861e-04 2.15264692e-04 5.47436241e-04
3166 4.44015907e-03 1.74393284e-03 8.19866837e-04 2.23464813e-04 7.19372532e-04 2.06585304e-04 2.04414275e-04 5.22522372e-04
3167 4.26813029e-03 1.44898065e-03 9.22772917e-04 2.31781407e-04 7.27454433e-04 2.22874602e-04 1.96041539e-04 5.18224610e-04
3168 4.38240962e-03 1.77552574e-03 7.16957729e-04 2.26798002e-04 7.27505947e-04 2.15906010e-04 2.16355125e-04 5.03361167e-04
3169 3.98422172e-03 1.37137005e-03 7.50982901e-04 2.13012681e-04 6.82672544e-04 2.11865816e-04 2.17532812e-04 5.36785112e-04
3170 4.52612340e-03 1.70675281e-03 9.33174393e-04 2.33952291e-04 7.34399538e-04 2.26194388e-04 2.19871188e-04 4.71778854e-04
3171 4.11099941e-03 1.55364303e-03 7.36262242e-04 2.26626100e-04 6.94597838e-04 2.16796660e-04 2.23969168e-04 4.59104136e-04
3172 4.64799395e-03 1.83854357e-03 8.93832359e-04 2.37765955e-04 7.60903815e-04 2.18437694e-04 2.18343790e-04 4.80166636e-04
3173 4.30762721e-03 1.53929507e-03 8.30816978e-04 2.12576269e-04 7.48240855e-04 2.27160825e-04 2.28186283e-04 5.21350885e-04
3174 4.03304771e-03 1.33115437e-03 8.00400157e-04 2.28391116e-04 6.91337045e-04 2.27252327e-04 2.41202710e-04 5.13309846e-04
3175 4.15473664e-03 1.40717695e-03 8.62136483e-04 2.45208765e-04 7.15841772e-04 2.12301835e-04 2.22651011e-04 4.89419908e-04
3176 4.30618506e-03 1.58361869e-03 8.68687406e-04 2.24954143e-04 6.60391001e-04 2.19431793e-04 2.14323096e-04 5.34778927e-04
3177 4.46340255e-03 1.65884581e-03 9.25108965e-04 2.14164815e-04 6.90509100e-04 2.28820747e-04 2.44738680e-04 5.01214527e-04
3178 3.97395249e-03 1.40503375e-03 7.28164101e-04 2.20318005e-04 6.73840113e-04 2.18910325e-04 2.33701518e-04 4.93984553e-04
3179 4.01831185e-03 1.41209480e-03 7.69223494e-04 2.26322139e-04 6.84126280e-04 2.18502857e-04 2.15213047e-04 4.92829131e-04
3180 3.85844498e-03 1.26631150e-03 7.26640283e-04 2.11413120e-04 7.35562004e-04 1.99045855e-04 2.23224735e-04 4.96247550e-04
3181 4.00659814e-03 1.32901943e-03 7.55862100e-04 2.18898480e-04 7.89585756e-04 2.03674528e-04 2.20835718e-04 4.88722115e-04
3182 4.18213243e-03 1.41527969e-03 9.04474524e-04 2.08766171e-04 7.08231004e-04 2.17188630e-04 2.06515571e-04 5.21676731e-04
3183 4.18384373e-03 1.45428872e-03 8.80133710e-04 2.26160410e-04 7.28434476e-04 2.24817923e-04 2.15142427e-04 4.54865891e-04
3184 4.19169897e-03 1.52706821e-03 8.13123770e-04 2.03323347e-04 7.25911057e-04 2.12674582e-04 2.12056679e-04 4.97541332e-04
3185 4.23087319e-03 1.46276224e-03 9.30315698e-04 2.17563284e-04 6.84338273e-04 2.34026214e-04 2.21856084e-04 4.80011018e-04
3186 4.59955866e-03 2.04143999e-03 7.47725368e-04 2.03479300e-04 6.72002207e-04 1.98057067e-04 2.26060074e-04 5.10794460e-04
3187 4.18899814e-03 1.54607976e-03 7.80597504e-04 2.10294340e-04 6.86574262e-04 2.33557061e-04 2.22839124e-04 5.09055972e-04
3188 4.12704982e-03 1.37470418e-03 8.38314591e-04 2.23810654e-04 6.93624897e-04 2.25653770e-04 2.14253640e-04 5.56688115e-04
3189 4.37843753e-03 1.46535330e-03 9.59208643e-04 2.34597625e-04 7.50488194e-04 2.20320057e-04 2.23399256e-04 5.25070936e-04
3190 3.85212712e-03 1.20956113e-03 7.66769052e-04 1.99924063e-04 7.08196720e-04 2.40323949e-04 2.28149278e-04 4.99202753e-04
3191 4.41160053e-03 1.64448540e-03 8.33725499e-04 2.02239637e-04 7.56204012e-04 2.25505006e-04 2.33520535e-04 5.15920168e-04
3192 4.40344587e-03 1.75491767e-03 7.67359918e-04 2.27224853e-04 7.22927682e-04 2.28483375e-04 2.20585061e-04 4.81947471e-04
3193 4.25221119e-03 1.69271475e-03 7.26468221e-04 2.24150644e-04 6.73372298e-04 2.11484206e-04 2.24649528e-04 4.99371614e-04
3194 4.15161811e-03 1.47417816e-03 7.98028486e-04 1.97479720e-04 6.84746949e-04 2.49093253e-04 2.21989307e-04 5.26102434e-04
3195 4.25067404e-03 1.49749720e-03 8.49255826e-04 2.32163395e-04 7.39760057e-04 2.21802460e-04 1.92527295e-04 5.17668086e-04
3196 4.10252670e-03 1.30666187e-03 9.29824600e-04 2.04657874e-04 7.25124555e-04 2.28338758e-04 2.03108822e-04 5.04810188e-04
3197 4.41314187e-03 1.67264126e-03 8.36864987e-04 2.16766493e-04 7.29199674e-04 2.38806853e-04 2.15243694e-04 5.03618794e-04
3198 4.30786563e-03 1.52833981e-03 9.10038245e-04 2.02814466e-04 7.00111210e-04 2.20548129e-04 2.08838974e-04 5.37174463e-04
3199 3.94084398e-03 1.36693195e-03 7.31417327e-04 1.83561875e-04 6.91755034e-04 2.27286044e-04 2.10699989e-04 5.29191631e-04
3200 4.37119137e-03 1.55926996e-03 9.43999912e-04 1.95234927e-04 7.33582710e-04 2.02692783e-04 2.17556022e-04 5.18854882e-04
3201 3.93009000e-03 1.35202718e-03 6.78493525e-04 2.21171562e-04 7.00662786e-04 2.42233858e-04 2.40915761e-04 4.94584965e-04
3202 3.93316476e-03 1.27881591e-03 8.13829363e-04 2.26352189e-04 6.56000397e-04 2.30161837e-04 2.38052860e-04 4.89952450e-04
3203 4.32597566e-03 1.69217214e-03 7.20610609e-04 2.10369239e-04 7.15082453e-04 2.39240035e-04 2.37407847e-04 5.11093240e-04
3204 3.99859482e-03 1.47094275e-03 7.26330676e-04 2.09012142e-04 6.68942812e-04 2.19368434e-04 2.25024065e-04 4.78974020e-04
3205 3.98635492e-03 1.34530594e-03 7.72544416e-04 2.10833547e-04 7.16664887e-04 2.23332900e-04 2.25266020e-04 4.92407358e-04
