epoch total_loss interior_loss down_yy_loss up_yy_loss down_loss up_loss left_loss right_loss
1417 3.39353159e-02 7.38681341e-03 2.83967471e-03 1.27480144e-03 9.81840212e-03 3.33914487e-03 3.49222729e-03 5.78425452e-03
1418 3.13214660e-02 5.61593659e-03 3.10001918e-03 1.24255253e-03 9.51602589e-03 3.09218373e-03 3.39228637e-03 5.36246272e-03
1419 3.23504284e-02 5.75435348e-03 2.92383134e-03 1.32842327e-03 9.87190474e-03 3.08688567e-03 3.61759332e-03 5.76743623e-03
1420 3.20412740e-02 6.87712431e-03 2.60259118e-03 1.23479275e-03 9.31459479e-03 3.14798695e-03 3.65515240e-03 5.20902872e-03
1421 3.28808390e-02 7.56267738e-03 2.41954718e-03 1.25574903e-03 9.58529115e-03 3.11369821e-03 3.64929158e-03 5.29458327e-03
1422 3.50267366e-02 9.51785222e-03 2.56383209e-03 1.21266441e-03 1.01176621e-02 2.99514411e-03 3.59745300e-03 5.02212811e-03
1423 3.31580900e-02 6.99208723e-03 3.19805439e-03 1.30586722e-03 9.74264182e-03 3.16681014e-03 3.47355707e-03 5.27907209e-03
1424 3.31026837e-02 7.39122229e-03 3.07614170e-03 1.23990141e-03 9.41458065e-03 3.11837485e-03 3.51157249e-03 5.35088964e-03
1425 3.34252231e-02 7.69290980e-03 2.88847648e-03 1.28459686e-03 9.56008490e-03 3.14380019e-03 3.45496600e-03 5.40038943e-03
1426 3.22207622e-02 6.95510581e-03 2.76053115e-03 1.25493458e-03 9.35765635e-03 3.00396187e-03 3.48890852e-03 5.39966440e-03
1427 3.21572274e-02 6.47396967e-03 3.06776376e-03 1.27422553e-03 9.50805284e-03 2.92821415e-03 3.62360873e-03 5.28139248e-03
1428 3.28923315e-02 7.35665532e-03 2.88010621e-03 1.26276503e-03 9.39669739e-03 2.93151871e-03 3.54199717e-03 5.52259013e-03
1429 3.24498303e-02 6.94188429e-03 2.52918922e-03 1.26792176e-03 9.50347446e-03 3.07730539e-03 3.62863415e-03 5.50141791e-03
1430 3.45872864e-02 8.84840731e-03 3.27010220e-03 1.25103793e-03 9.32065211e-03 2.97853071e-03 3.60712921e-03 5.31142950e-03
1431 3.37212943e-02 8.03468190e-03 2.70517706e-03 1.24064542e-03 9.94036533e-03 2.95130746e-03 3.50497407e-03 5.34414267e-03
1432 3.23013961e-02 6.15046127e-03 3.32382740e-03 1.23106653e-03 9.49285459e-03 3.01469280e-03 3.52179911e-03 5.56669245e-03
1433 3.23966146e-02 6.02824520e-03 3.27264890e-03 1.20986847e-03 9.48831439e-03 2.99907685e-03 3.51641048e-03 5.88205270e-03
1434 3.22033465e-02 5.65723563e-03 3.70437163e-03 1.19571574e-03 9.39778518e-03 3.04074283e-03 3.33694275e-03 5.87055366e-03
1435 3.30444165e-02 6.38527470e-03 3.90177383e-03 1.31081638e-03 9.41838417e-03 3.06136813e-03 3.30008008e-03 5.66672022e-03
1436 3.13833356e-02 5.07474458e-03 3.61249503e-03 1.26673828e-03 9.08604078e-03 2.91659217e-03 3.44975176e-03 5.97697170e-03
1437 3.23135294e-02 6.40984951e-03 3.40331579e-03 1.31188089e-03 9.45585594e-03 3.07424646e-03 3.30885756e-03 5.34952199e-03
1438 3.68327424e-02 9.15830676e-03 4.61758254e-03 1.25450478e-03 9.56074148e-03 3.03202425e-03 3.37379146e-03 5.83579205e-03
1439 3.21158096e-02 5.40308701e-03 3.87248350e-03 1.31558615e-03 9.35492851e-03 3.14536877e-03 3.33587662e-03 5.68847917e-03
1440 3.37738991e-02 7.43073178e-03 3.57854576e-03 1.32404384e-03 9.31056216e-03 3.17156198e-03 3.24749970e-03 5.71095478e-03
1441 3.23746577e-02 6.31766347e-03 3.25070205e-03 1.29704550e-03 9.30902269e-03 3.09006427e-03 3.33539979e-03 5.77476248e-03
1442 3.34665589e-02 6.46266993e-03 3.79549339e-03 1.34503446e-03 9.34952684e-03 2.91166874e-03 3.28855054e-03 6.31361501e-03
1443 3.14312316e-02 5.72153041e-03 2.97691696e-03 1.21724000e-03 9.42061748e-03 2.97516747e-03 3.31171509e-03 5.80804376e-03
1444 3.15709524e-02 5.91955194e-03 3.12445988e-03 1.24656910e-03 9.31031909e-03 3.04199941e-03 3.08831269e-03 5.83973946e-03
1445 3.24688703e-02 6.62969798e-03 3.14226490e-03 1.28878909e-03 9.33867693e-03 2.96901027e-03 3.24590690e-03 5.85452281e-03
1446 3.12601924e-02 5.74444141e-03 2.83116358e-03 1.25854358e-03 9.39728972e-03 2.95137055e-03 3.26771056e-03 5.80967078e-03
1447 3.06397527e-02 5.23392484e-03 3.13656614e-03 1.30474870e-03 8.98290798e-03 3.12219094e-03 3.10527091e-03 5.75414300e-03
1448 3.26016694e-02 7.14370329e-03 3.10535170e-03 1.27372413e-03 9.34900157e-03 2.96241115e-03 3.28799058e-03 5.47948666e-03
1449 3.33581902e-02 7.04089087e-03 3.29049514e-03 1.27451622e-03 9.57739912e-03 3.04743298e-03 3.29990056e-03 5.82755497e-03
1450 3.16864401e-02 6.66214852e-03 3.06248618e-03 1.31352723e-03 8.96118581e-03 2.96441675e-03 3.17977974e-03 5.54289669e-03
1451 3.09191532e-02 5.64965652e-03 2.67769396e-03 1.33292505e-03 9.65941884e-03 3.05935997e-03 3.24840704e-03 5.29169338e-03
1452 3.13306674e-02 5.72559563e-03 2.93245283e-03 1.18219364e-03 9.54572205e-03 2.98492843e-03 3.27565568e-03 5.68411872e-03
1453 3.20518352e-02 7.14691635e-03 3.00848670e-03 1.22642191e-03 9.61073581e-03 2.96800607e-03 3.26487003e-03 4.82639577e-03
1454 3.21577117e-02 7.37156440e-03 2.95919925e-03 1.25608209e-03 9.59680974e-03 2.96615134e-03 3.11688380e-03 4.89102118e-03
1455 3.42523828e-02 8.61699879e-03 3.23353312e-03 1.21752080e-03 9.73357353e-03 3.11920675e-03 3.08306422e-03 5.24848560e-03
1456 3.17950621e-02 7.11221714e-03 3.01168161e-03 1.19735172e-03 9.28888191e-03 3.03250668e-03 3.07883532e-03 5.07358601e-03
1457 3.11375335e-02 5.91400638e-03 3.12375673e-03 1.15273800e-03 9.37896408e-03 3.15434113e-03 3.13693401e-03 5.27679268e-03
1458 2.97604110e-02 5.25195105e-03 2.69159162e-03 1.20817067e-03 9.24554933e-03 2.97634769e-03 3.18025309e-03 5.20654814e-03
1459 3.19854133e-02 6.66490756e-03 3.28911981e-03 1.21944677e-03 9.19956714e-03 3.04755662e-03 3.33394553e-03 5.23086963e-03
1460 2.99867000e-02 5.93678048e-03 2.49300781e-03 1.26535015e-03 8.94089509e-03 2.95000407e-03 3.25811259e-03 5.14255092e-03
1461 3.13958228e-02 6.44146977e-03 3.10247485e-03 1.22382562e-03 9.12403222e-03 2.93434481e-03 3.37892561e-03 5.19074919e-03
1462 4.50869091e-02 2.00858470e-02 3.19369207e-03 1.25578209e-03 9.06813703e-03 2.93436018e-03 3.22146202e-03 5.32762613e-03
1463 3.29786688e-02 8.50581191e-03 2.79630302e-03 1.26088015e-03 9.23711993e-03 2.81151361e-03 3.22980620e-03 5.13723306e-03
1464 3.06532383e-02 5.78385498e-03 2.92864139e-03 1.25763670e-03 9.14959051e-03 2.83483951e-03 3.33784684e-03 5.36082592e-03
1465 2.97296569e-02 4.88470122e-03 3.32893641e-03 1.16980984e-03 8.56513157e-03 2.74460274e-03 3.23153869e-03 5.80493780e-03
1466 3.05503607e-02 4.59532999e-03 3.53554473e-03 1.18058221e-03 9.17932764e-03 2.83292681e-03 3.22261197e-03 6.00403640e-03
1467 3.14357206e-02 5.98891126e-03 3.41693708e-03 1.20553118e-03 9.13574547e-03 2.67206645e-03 3.43062868e-03 5.58590097e-03
1468 3.21086608e-02 6.20203512e-03 3.45943170e-03 1.27163180e-03 9.07643139e-03 2.76725250e-03 3.30134644e-03 6.03053439e-03
1469 3.13626453e-02 6.02148660e-03 3.42115783e-03 1.21389923e-03 8.79532378e-03 2.69754347e-03 3.24031361e-03 5.97292185e-03
1470 3.18020694e-02 4.93437238e-03 3.97796091e-03 1.22548232e-03 9.31694452e-03 2.64593773e-03 3.22304550e-03 6.47832500e-03
1471 3.21060568e-02 6.06573140e-03 3.77084222e-03 1.24285952e-03 8.99904687e-03 2.90192128e-03 3.15122097e-03 5.97443525e-03
1472 3.18453163e-02 6.19261852e-03 3.46543943e-03 1.21290644e-03 9.05294809e-03 2.96179461e-03 3.15159396e-03 5.80801535e-03
1473 3.15976068e-02 6.31604716e-03 2.92355893e-03 1.19826465e-03 9.46759898e-03 2.87241815e-03 3.00046103e-03 5.81925875e-03
1474 3.33613157e-02 7.41610397e-03 3.54667054e-03 1.27992500e-03 9.34054796e-03 2.84867245e-03 2.97728344e-03 5.95211051e-03
1475 3.15077454e-02 5.61365811e-03 3.90897319e-03 1.27859879e-03 9.11822915e-03 3.00125033e-03 3.06248781e-03 5.52454684e-03
1476 2.99178772e-02 4.98352619e-03 3.11269960e-03 1.22374203e-03 9.45087709e-03 2.95573240e-03 3.09756398e-03 5.09373704e-03
1477 3.19324732e-02 7.19908345e-03 3.15697887e-03 1.23924867e-03 9.05258954e-03 3.24760168e-03 2.91530765e-03 5.12166508e-03
1478 3.09660155e-02 6.37673773e-03 3.23561719e-03 1.24982884e-03 8.79183877e-03 3.00861755e-03 3.03692487e-03 5.26644848e-03
1479 3.14218663e-02 5.99338347e-03 3.50150536e-03 1.17767358e-03 9.19589773e-03 3.01271770e-03 2.99804145e-03 5.54265035e-03
1480 3.02627422e-02 5.44755580e-03 3.71224876e-03 1.27718784e-03 8.71435180e-03 3.03750765e-03 3.03668086e-03 5.03720809e-03
1481 3.01962662e-02 5.69948275e-03 3.11418786e-03 1.16127543e-03 8.78131762e-03 2.90037552e-03 3.01600527e-03 5.52362390e-03
1482 2.98523977e-02 5.48955938e-03 2.79428205e-03 1.24557666e-03 9.21696983e-03 2.88863573e-03 3.09390505e-03 5.12347044e-03
1483 3.03066615e-02 6.15365198e-03 3.26122227e-03 1.22267730e-03 8.85582436e-03 2.89139524e-03 3.07686301e-03 4.84502921e-03
1484 2.89030261e-02 5.27592190e-03 2.90215993e-03 1.22647383e-03 8.84170458e-03 2.79270788e-03 3.03879613e-03 4.82526328e-03
1485 2.88828034e-02 4.69355425e-03 3.04231187e-03 1.24854199e-03 9.00366995e-03 2.79034418e-03 3.04477615e-03 5.05960407e-03
1486 2.87077352e-02 5.69104776e-03 2.74508097e-03 1.21129828e-03 8.80138669e-03 2.85256212e-03 2.98170606e-03 4.42465208e-03
1487 3.09297312e-02 7.15467427e-03 2.81432318e-03 1.17729523e-03 9.10083018e-03 2.66036624e-03 3.06178653e-03 4.96045500e-03
1488 3.42498645e-02 1.05430540e-02 3.09401331e-03 1.18898775e-03 8.86123069e-03 2.73589301e-03 3.14189587e-03 4.68479283e-03
1489 2.95973122e-02 6.59081200e-03 2.38197669e-03 1.19675358e-03 8.97652004e-03 2.74835597e-03 3.14836530e-03 4.55452921e-03
1490 2.93563679e-02 5.80227282e-03 2.92731915e-03 1.23051484e-03 8.97073559e-03 2.63503822e-03 3.17737111e-03 4.61311731e-03
1491 3.19016837e-02 8.49515945e-03 2.92281504e-03 1.22492737e-03 8.91246833e-03 2.62529613e-03 3.12935747e-03 4.59165964e-03
1492 2.91457307e-02 5.94075769e-03 2.78841355e-03 1.18079409e-03 8.51824787e-03 2.68270401e-03 3.21492227e-03 4.81989002e-03
1493 2.96311025e-02 6.47532195e-03 2.64149159e-03 1.30763941e-03 8.48971587e-03 2.56364280e-03 3.26254289e-03 4.89074877e-03
1494 2.90048420e-02 5.96709223e-03 2.37000245e-03 1.21956272e-03 8.79676081e-03 2.68384465e-03 3.20834713e-03 4.75923298e-03
1495 2.94710658e-02 6.19576080e-03 2.48050317e-03 1.25281746e-03 9.04555246e-03 2.63247779e-03 3.18128779e-03 4.68266662e-03
1496 2.83319354e-02 5.55083109e-03 2.78155343e-03 1.18675688e-03 8.60980432e-03 2.66581890e-03 3.11621488e-03 4.42095380e-03
1497 3.12113129e-02 8.07619933e-03 2.73264688e-03 1.26452278e-03 8.63116886e-03 2.61006388e-03 3.23302438e-03 4.66368720e-03
1498 2.89690550e-02 5.62893134e-03 2.81807617e-03 1.19742472e-03 8.93175043e-03 2.58986233e-03 3.17669078e-03 4.62631835e-03
1499 2.96988338e-02 7.06442399e-03 2.16036011e-03 1.27559633e-03 8.74755438e-03 2.70893285e-03 3.13517125e-03 4.60679550e-03
1500 2.91952267e-02 5.75470133e-03 2.88040610e-03 1.20552850e-03 8.89481325e-03 2.71566329e-03 3.11889802e-03 4.62521520e-03
1501 3.01399436e-02 7.02356081e-03 2.71697668e-03 1.08270964e-03 9.20767523e-03 2.68309121e-03 3.05778696e-03 4.36814176e-03
1502 2.79846750e-02 5.95742511e-03 2.08945712e-03 1.15793827e-03 8.60272069e-03 2.66382564e-03 3.06258234e-03 4.45072539e-03
1503 2.88726203e-02 6.25453657e-03 2.60552089e-03 1.24455628e-03 8.48346017e-03 2.61794589e-03 3.07465577e-03 4.59194556e-03
1504 3.00973654e-02 7.06279604e-03 3.06260050e-03 1.23739336e-03 8.40786379e-03 2.56466144e-03 3.11195920e-03 4.65009222e-03
1505 2.86199842e-02 6.02933532e-03 2.35781120e-03 1.29928766e-03 8.58129095e-03 2.65683932e-03 3.15213157e-03 4.54328768e-03
1506 2.73213480e-02 4.89064539e-03 2.72241281e-03 1.18185475e-03 8.08510557e-03 2.60209083e-03 3.16105247e-03 4.67818556e-03
1507 2.90215611e-02 6.74001826e-03 2.49361200e-03 1.18780637e-03 8.22678022e-03 2.37674499e-03 3.24696116e-03 4.74963896e-03
1508 2.90673319e-02 6.49884017e-03 2.74394429e-03 1.23832154e-03 8.14338773e-03 2.52523948e-03 3.11090169e-03 4.80669504e-03
1509 2.88633388e-02 6.26614038e-03 2.72168801e-03 1.21264486e-03 8.16176739e-03 2.58041453e-03 3.33529734e-03 4.58538672e-03
1510 2.83288658e-02 5.47448965e-03 2.61764624e-03 1.28573971e-03 8.29622895e-03 2.40617618e-03 3.17643792e-03 5.07214759e-03
1511 3.08695640e-02 8.35503265e-03 2.82266294e-03 1.19285949e-03 8.25877395e-03 2.38456950e-03 3.17002391e-03 4.68564173e-03
1512 2.83129457e-02 6.35367632e-03 2.51101563e-03 1.16177183e-03 7.95204844e-03 2.46597687e-03 3.18663474e-03 4.68182378e-03
1513 2.69393269e-02 4.54275729e-03 2.35358020e-03 1.17210520e-03 8.33272841e-03 2.45704851e-03 3.10933497e-03 4.97177010e-03
1514 2.96351369e-02 7.13562174e-03 2.72174226e-03 1.16036518e-03 7.98529014e-03 2.52741156e-03 2.99284165e-03 5.11186337e-03
1515 2.88241729e-02 5.44065516e-03 3.27793439e-03 1.22855743e-03 8.27506464e-03 2.46683741e-03 3.02043697e-03 5.11468528e-03
1516 2.68275999e-02 4.73476248e-03 2.59780954e-03 1.19960029e-03 8.10573064e-03 2.49151373e-03 2.83700670e-03 4.86117695e-03
1517 2.81102192e-02 6.04869379e-03 3.07040848e-03 1.14380417e-03 7.78557500e-03 2.62714643e-03 2.86432798e-03 4.57026204e-03
1518 3.25718150e-02 1.05647221e-02 2.32863869e-03 1.17244385e-03 8.47290177e-03 2.57001375e-03 2.79741967e-03 4.66567557e-03
1519 2.82688309e-02 5.80795528e-03 2.79104151e-03 1.22599490e-03 8.29972140e-03 2.64389860e-03 2.73733563e-03 4.76288423e-03
1520 2.72030942e-02 5.33956476e-03 2.62295362e-03 1.18453347e-03 8.02487694e-03 2.73129530e-03 2.73461966e-03 4.56524966e-03
1521 2.67728083e-02 5.11591788e-03 2.53443304e-03 1.20687066e-03 8.05865973e-03 2.54636840e-03 2.71200831e-03 4.59854957e-03
1522 3.03347725e-02 8.04434717e-03 3.00351973e-03 1.19651773e-03 8.17834493e-03 2.59283511e-03 2.70886370e-03 4.61034244e-03
1523 2.95066070e-02 7.72711402e-03 2.55905022e-03 1.18322845e-03 7.87709281e-03 2.64507555e-03 2.81104399e-03 4.70400089e-03
1524 2.78508626e-02 6.19627070e-03 2.71489494e-03 1.16227358e-03 7.72202713e-03 2.38994299e-03 2.92403623e-03 4.74141771e-03
1525 2.77216081e-02 5.78026194e-03 2.93019018e-03 1.17616006e-03 7.85384979e-03 2.51446688e-03 2.84282397e-03 4.62385407e-03
1526 2.74985023e-02 6.24321634e-03 2.32215226e-03 1.18926878e-03 7.90293515e-03 2.52391049e-03 2.77537364e-03 4.54164622e-03
1527 2.74054222e-02 5.74124465e-03 2.66772136e-03 1.18360249e-03 7.74133904e-03 2.55410676e-03 2.72101234e-03 4.79639554e-03
1528 2.78793275e-02 6.01812871e-03 2.37573823e-03 1.17765146e-03 8.22372269e-03 2.69053061e-03 2.73273513e-03 4.66081919e-03
1529 2.92390157e-02 7.21616764e-03 2.80406279e-03 1.18480169e-03 8.04292038e-03 2.48016464e-03 2.75681820e-03 4.75407904e-03
1530 2.81913988e-02 6.04352122e-03 2.85757752e-03 1.20483234e-03 8.49107001e-03 2.49452190e-03 2.78029032e-03 4.31958493e-03
1531 2.93104686e-02 7.48505723e-03 2.76183058e-03 1.21639308e-03 8.04331433e-03 2.35343934e-03 2.80968542e-03 4.64074872e-03
1532 2.70450488e-02 5.40688215e-03 2.93137343e-03 1.13828341e-03 7.77663197e-03 2.38183630e-03 2.91200122e-03 4.49803937e-03
1533 2.69166138e-02 5.66117093e-03 2.69306521e-03 1.21920963e-03 7.65677588e-03 2.34442228e-03 2.87490617e-03 4.46706498e-03
1534 2.68559288e-02 4.95146681e-03 2.57112505e-03 1.23003509e-03 8.20735469e-03 2.36050226e-03 3.03515140e-03 4.50029457e-03
1535 2.83240862e-02 6.14138693e-03 2.74043530e-03 1.19006995e-03 8.08555633e-03 2.41304026e-03 2.91601894e-03 4.83757723e-03
1536 2.65150089e-02 5.33284061e-03 2.29410618e-03 1.24838518e-03 7.79359462e-03 2.24835798e-03 3.04954918e-03 4.54817526e-03
1537 2.61774138e-02 5.56902681e-03 2.13532406e-03 1.26296328e-03 7.98071083e-03 2.30318168e-03 2.87757465e-03 4.04863199e-03
1538 2.72039976e-02 6.03007106e-03 2.45731045e-03 1.14288670e-03 7.90954847e-03 2.44777394e-03 2.84021068e-03 4.37619770e-03
1539 2.59154178e-02 5.34329610e-03 2.08029151e-03 1.22031791e-03 7.91921373e-03 2.40039406e-03 2.83533474e-03 4.11656871e-03
1540 2.74387989e-02 6.32774970e-03 2.44869385e-03 1.18420529e-03 8.06409307e-03 2.44346960e-03 2.87147844e-03 4.09910874e-03
1541 2.79353466e-02 6.93163462e-03 2.16302113e-03 1.23725494e-03 8.34229589e-03 2.38879211e-03 2.79395492e-03 4.07839334e-03
1542 2.67348439e-02 6.67450344e-03 1.89729081e-03 1.18077907e-03 8.03140644e-03 2.42385059e-03 2.76217982e-03 3.76483169e-03
1543 2.75862738e-02 7.06430711e-03 2.39733863e-03 1.17787824e-03 7.77439820e-03 2.37640738e-03 2.73967767e-03 4.05626791e-03
1544 2.58469339e-02 5.03396336e-03 2.41797580e-03 1.16600783e-03 7.97041506e-03 2.24637939e-03 2.83508981e-03 4.17710328e-03
1545 2.71664597e-02 6.32199971e-03 2.30186409e-03 1.18084624e-03 7.90352747e-03 2.37061712e-03 2.73303804e-03 4.35456727e-03
1546 2.50209421e-02 4.56150342e-03 2.06590421e-03 1.21489959e-03 8.04651529e-03 2.32787943e-03 2.84613343e-03 3.95810558e-03
1547 2.62826886e-02 5.58994245e-03 2.70157284e-03 1.17817556e-03 7.71232927e-03 2.20961636e-03 2.83969264e-03 4.05135984e-03
1548 2.98208427e-02 9.25489888e-03 2.45849346e-03 1.17305876e-03 7.67671783e-03 2.39755074e-03 2.82078795e-03 4.03933553e-03
1549 3.08354627e-02 1.04655540e-02 2.36084661e-03 1.26140960e-03 7.98626617e-03 2.15901295e-03 2.91265594e-03 3.68971797e-03
1550 2.54294556e-02 4.68034204e-03 2.84970202e-03 1.10749411e-03 7.60441646e-03 2.24923296e-03 2.73899827e-03 4.19926830e-03
1551 2.80292872e-02 7.20681716e-03 2.35009193e-03 1.18642929e-03 7.94796273e-03 2.27413885e-03 2.92552751e-03 4.13831836e-03
1552 2.62711365e-02 5.35324262e-03 2.58512585e-03 1.22393214e-03 7.64250569e-03 2.26616440e-03 2.71573034e-03 4.48443415e-03
1553 2.58720294e-02 5.29516814e-03 2.29095574e-03 1.12240086e-03 7.77260959e-03 2.22393102e-03 2.72111851e-03 4.44584619e-03
1554 2.65127290e-02 5.14716562e-03 3.11952317e-03 1.19940902e-03 7.64757022e-03 2.23400281e-03 2.78710667e-03 4.37795185e-03
1555 2.81303562e-02 7.14731822e-03 2.74806237e-03 1.20386656e-03 7.46642239e-03 2.10682652e-03 2.71064485e-03 4.74721473e-03
1556 2.56516933e-02 4.57264390e-03 2.74080248e-03 1.21464476e-03 7.60681974e-03 2.15558405e-03 2.84492061e-03 4.51628026e-03
1557 2.65640784e-02 5.24289254e-03 3.15113459e-03 1.13338314e-03 7.52021233e-03 2.28761625e-03 2.65141018e-03 4.57742810e-03
1558 2.77821869e-02 6.81274338e-03 2.82832165e-03 1.29675562e-03 7.42868381e-03 2.14446685e-03 2.73306016e-03 4.53815702e-03
1559 2.63437796e-02 5.36941877e-03 2.81302352e-03 1.23962783e-03 7.48403277e-03 2.15397310e-03 2.67172884e-03 4.61197412e-03
1560 2.53948960e-02 4.84720478e-03 2.47922889e-03 1.19687559e-03 7.74333719e-03 2.18730397e-03 2.69088498e-03 4.25006030e-03
1561 2.63359845e-02 5.35571575e-03 2.80462392e-03 1.15707528e-03 7.25244731e-03 2.19859928e-03 2.63859401e-03 4.92892880e-03
1562 2.86116861e-02 8.10079370e-03 2.64499965e-03 1.21535501e-03 7.44461687e-03 2.24600802e-03 2.65619997e-03 4.30371240e-03
1563 2.60036662e-02 5.27108135e-03 2.54866993e-03 1.17167213e-03 7.61859771e-03 2.21846532e-03 2.59630661e-03 4.57887398e-03
1564 2.52086390e-02 4.93541453e-03 2.65262276e-03 1.14993262e-03 7.51227327e-03 2.16340390e-03 2.58146343e-03 4.21352684e-03
1565 2.54500099e-02 5.74362325e-03 2.34333239e-03 1.15053530e-03 7.28245405e-03 2.26190710e-03 2.49092630e-03 4.17723181e-03
1566 2.49583907e-02 5.18259034e-03 2.18658173e-03 1.08018436e-03 7.22922804e-03 2.26642075e-03 2.54961126e-03 4.46377601e-03
1567 2.49816533e-02 5.03241178e-03 2.18178402e-03 1.12722162e-03 7.72175845e-03 2.19713780e-03 2.58484134e-03 4.13649948e-03
1568 2.69728713e-02 6.79114880e-03 2.38303654e-03 1.18762662e-03 7.52893463e-03 2.24886788e-03 2.50576390e-03 4.32749372e-03
1569 2.67813578e-02 7.08596827e-03 2.35473970e-03 1.20021927e-03 7.51056429e-03 2.18117842e-03 2.56947149e-03 3.87921534e-03
1570 2.46908180e-02 5.23434347e-03 2.07536994e-03 1.13957748e-03 7.26557430e-03 2.16034288e-03 2.49229511e-03 4.32331581e-03
1571 2.53078025e-02 5.07329125e-03 2.52538477e-03 1.14324666e-03 7.36224093e-03 2.22279411e-03 2.56020180e-03 4.42064414e-03
1572 2.67257225e-02 6.65448047e-03 2.28488003e-03 1.17179065e-03 7.80861033e-03 2.20336439e-03 2.57251528e-03 4.03008098e-03
1573 2.51173191e-02 5.55044087e-03 2.23502144e-03 1.10436569e-03 7.25542102e-03 2.15298613e-03 2.62005487e-03 4.19903081e-03
1574 2.58635469e-02 5.62710548e-03 2.82525597e-03 1.13410025e-03 7.34456023e-03 2.24372395e-03 2.66462471e-03 4.02417826e-03
1575 2.55295560e-02 5.30789839e-03 2.65163882e-03 1.18296966e-03 7.57629797e-03 2.09615915e-03 2.57485453e-03 4.13973629e-03
1576 2.52265111e-02 6.11892901e-03 2.50070868e-03 1.06345164e-03 7.03202421e-03 2.16441834e-03 2.52239360e-03 3.82458558e-03
1577 2.42949333e-02 4.58668545e-03 2.72040558e-03 1.12329889e-03 7.21235294e-03 2.15925998e-03 2.66880728e-03 3.82412178e-03
1578 2.64149699e-02 6.31919503e-03 2.74235173e-03 1.11341267e-03 7.43834767e-03 2.14564498e-03 2.56506447e-03 4.09095502e-03
1579 2.51584984e-02 5.71265863e-03 2.25890987e-03 1.10237871e-03 7.08650332e-03 2.15681992e-03 2.68326001e-03 4.15796880e-03
1580 2.54711024e-02 5.51544875e-03 2.60751299e-03 1.09365641e-03 7.41657522e-03 2.16926658e-03 2.58502713e-03 4.08361433e-03
1581 2.43582949e-02 5.17654698e-03 2.11299863e-03 1.17843796e-03 7.24804727e-03 2.10901420e-03 2.52907141e-03 4.00417903e-03
1582 2.44824849e-02 4.67495434e-03 2.61969725e-03 1.12965622e-03 7.25987460e-03 2.12757010e-03 2.68813968e-03 3.98259191e-03
1583 2.51936596e-02 5.24730934e-03 2.87647778e-03 1.17647066e-03 7.24406540e-03 2.03420478e-03 2.60273553e-03 4.01239609e-03
1584 2.77575366e-02 7.98931625e-03 2.35485472e-03 1.15719996e-03 7.72954151e-03 2.04577786e-03 2.55779433e-03 3.92305013e-03
1585 2.43765786e-02 5.18740667e-03 2.21613725e-03 1.18002458e-03 7.33811362e-03 2.11853092e-03 2.55832169e-03 3.77804483e-03
1586 2.55504083e-02 5.82426274e-03 2.37624068e-03 1.21006544e-03 7.22167734e-03 2.13113590e-03 2.60519283e-03 4.18183161e-03
1587 2.55150944e-02 6.24253647e-03 2.16196780e-03 1.17707381e-03 7.42977997e-03 2.12738966e-03 2.54779356e-03 3.82855441e-03
1588 2.36904994e-02 4.69292141e-03 2.44229892e-03 1.12348772e-03 6.96040830e-03 2.11364264e-03 2.51791812e-03 3.83982342e-03
1589 2.58200802e-02 5.92525024e-03 2.63810228e-03 1.18562323e-03 7.27303233e-03 2.08870787e-03 2.48282100e-03 4.22654347e-03
1590 2.50404682e-02 5.22923516e-03 2.56367750e-03 1.12075242e-03 7.34956237e-03 2.06253189e-03 2.52115889e-03 4.19355044e-03
1591 2.48757340e-02 5.69208106e-03 2.52053700e-03 1.10864069e-03 7.12985406e-03 1.99420191e-03 2.49483786e-03 3.93558154e-03
1592 2.46272404e-02 5.11029037e-03 2.40951311e-03 1.11186574e-03 7.28024915e-03 2.09193467e-03 2.49338266e-03 4.13000351e-03
1593 2.39230692e-02 5.09669632e-03 2.09298427e-03 1.14692142e-03 7.37837749e-03 2.01158854e-03 2.51484546e-03 3.68165690e-03
1594 2.49561276e-02 6.60993671e-03 1.86362420e-03 1.15147140e-03 7.17789400e-03 2.13688426e-03 2.43910565e-03 3.57721117e-03
1595 2.32110377e-02 4.45479341e-03 2.13136454e-03 1.10571308e-03 7.21562840e-03 1.96331926e-03 2.50348728e-03 3.83673073e-03
1596 2.47052275e-02 5.83080016e-03 2.32623075e-03 1.12887635e-03 6.86973706e-03 2.07695784e-03 2.46105576e-03 4.01156861e-03
1597 2.50591096e-02 5.82760153e-03 2.26037065e-03 1.12639985e-03 7.38182012e-03 2.02084729e-03 2.49289302e-03 3.94917699e-03
1598 2.40807422e-02 5.69260819e-03 1.85185473e-03 1.18069130e-03 6.96002785e-03 1.99260586e-03 2.55386950e-03 3.84908635e-03
1599 2.39699446e-02 4.65780171e-03 2.54429854e-03 1.19353726e-03 7.09846802e-03 2.07540905e-03 2.51278887e-03 3.88764194e-03
1600 2.27172785e-02 4.27030120e-03 1.85106543e-03 1.16211816e-03 7.08524045e-03 2.00673263e-03 2.48138211e-03 3.86043801e-03
1601 2.37767007e-02 5.12543973e-03 2.25259876e-03 1.18106895e-03 7.08017591e-03 1.99553906e-03 2.49810191e-03 3.64377699e-03
1602 2.30130050e-02 4.79279831e-03 1.92086969e-03 1.14219857e-03 6.95728511e-03 1.96114881e-03 2.56487471e-03 3.67382867e-03
